query,pharmacies,canonical_name,base_laboratory,brand,brand_source,manufacturer,active_ingredient
tapsin,2,"Tapsin Forte x 20 comprimidos","Maver","",unknown,"Maver",""
tapsin,1,"Tapsin M migraña x 10 comprimidos.","Maver","",unknown,"Maver",""
tapsin,1,"Tapsin Rojo Dolor de Cabeza Tira x 6 comprimidos","Maver","",unknown,"Maver",""
tapsin,1,"Tapsin Dolor de Cabeza con cafeína x 12 comprimidos","Maver","",unknown,"Maver",""
tapsin,1,"Tapsin Infantil 80mg x16com","Maver","",unknown,"Maver",""
tapsin,1,"Tapsin Periodo x30com.","Maver","",unknown,"Maver",""
tapsin,1,"Tapsin 1000 SC 1 g x 20 comprimidos","MAVER","",unknown,"Maver",""
tapsin,1,"Tapsin Efervecente 1 g x 20 sobres","MAVER","",unknown,"Maver",""
tapsin,1,"Tapsin Puro Paracetamol 500 mg x 16 comprimidos","MAVER","Tapsin",name,"Maver","paracetamol"
tapsin,1,"Tapsin Migraña x 10 comprimidos","MAVER","",unknown,"Maver",""
tapsin,1,"Tapsin Insta Flu Polvo Noche","MAVER","",unknown,"Maver",""
tapsin,1,"Tapsin InstaFlu Dia y Noche x 18 comprimidos","MAVER","",unknown,"Maver",""
tapsin,2,"Tapsin Paracetamol 100 mg/ml Gotas x 15 mL","","Tapsin",name,"","paracetamol"
tapsin,1,"Tapsin M Migraña por10 comprimidos (Maver) DESCUENTO c.arrugada","","",unknown,"",""
tapsin,1,"Tapsin M Migraña X 30 Comprimidos (Maver)","","",unknown,"",""
tapsin,1,"Tapsin SC Paracetamol 1 gr x 20 Comprimidos","","Tapsin",name,"","paracetamol"
tapsin,1,"Tapsin DN Compuesto + Plus x 18 Comprimidos","","",unknown,"",""
tapsin,1,"Tapsin Periodo x 30 comprimidos (Maver)","","",unknown,"",""
tapsin,1,"Tapsin SC Polvo Para Solución Efervescente Paracetamol 1gr X 20 Sobres","","Tapsin",name,"","paracetamol"
tapsin,1,"Tapsin Forte X 6 comprimidos recubiertos","","",unknown,"",""
tapsin,2,"Tapsin Nocturno X 12 cápsulas","","",unknown,"",""
tapsin,1,"Tapsin Analgésico x 30 comprimidos (Maver)","","",unknown,"",""
tapsin,1,"Tapsin Mujer x12 comprimidos (Maver)","","",unknown,"",""
tapsin,1,"Tapsin X 6 comprimidos Noche (Maver)","","",unknown,"",""
tapsin,1,"Tapsin X 6 Comprimidos (Maver)","","",unknown,"",""
tapsin,1,"Tapsin X 12 comprimidos (Maver)","","",unknown,"",""
tapsin,1,"Tapsin Sobre Noche (Maver)","","",unknown,"",""
tapsin,1,"Tapsin Sobre Dia (Maver)","","",unknown,"",""
tapsin,2,"Tapsin M x 10 Comprimidos Recubiertos","","",unknown,"",""
tapsin,2,"Tapsin Forte X 20 comprimidos (Maver)","","",unknown,"",""
tapsin,1,"Tapsin 1g Efervescente X 20 Sobres","","",unknown,"",""
tapsin,1,"Tapsin Puro Sin Cafeina 500 mg x 24 Comprimidos","","",unknown,"",""
tapsin,1,"Tapsin 160 mg x 16 Comprimidos Masticables","","",unknown,"",""
tapsin,1,"Tapsin 1000 mg SC x 20 Comprimidos Recubiertos","","",unknown,"",""
tapsin,1,"Tapsin Infantil 120 mg/ 5 mL Suspensi&oacute;n Oral Sabor Frambuesa 100 mL","","",unknown,"",""
tapsin,1,"Tapsin Instaflu DN Paracetamol 500 mg Pseudoefedrina Clorhidrato 60 mg 18 Comprimidos","","Tapsin",name,"","paracetamol"
tapsin,1,"Tapsin Periodo x 12 Comprimidos","","",unknown,"",""
tapsin,1,"Tapsin Compuesto Antigripal Caliente D&iacute;a Lim&oacute;n, Miel, Jengibre x 1 Sobre Polvo Para Solucion Oral","","",unknown,"",""
tapsin,1,"Tapsin Compuesto Dia 5g 1 Sobre Polvo Para Soluci&oacute;n Oral","","",unknown,"",""
tapsin,1,"Tapsin Instaflu Polvo Dia 5 g","","",unknown,"",""
tapsin,1,"Tapsin Forte x 30 Comprimidos Recubiertos","","",unknown,"",""
tapsin,1,"Tapsin Instaflu D&iacute;a Noche 6 Comprimidos","","",unknown,"",""
tapsin,1,"Tapsin Compuesto Noche 5g 1 Sobre Polvo Para Soluci&oacute;n Oral","","",unknown,"",""
tapsin,1,"Tapsin Duo x 30 Comprimidos Recubiertos","","",unknown,"",""
tapsin,1,"Tapsin Instaflu Polvo Noche 5 g","","",unknown,"",""
tapsin,1,"Tapsin D&iacute;a Noche Plus Antigripal 18 Comprimidos Recubiertos","","",unknown,"",""
tapsin,1,"Tapsin Compuesto Noche 5 g 6 Sobres Polvo para Soluci&oacute;n Oral","","",unknown,"",""
tapsin,1,"Tapsin Compuesto Dia 5 g x 6 Sobres Polvo Para Soluci&oacute;n Oral","","",unknown,"",""
tapsin,1,"Tapsin x 30 Comprimidos","","",unknown,"",""
tapsin,1,"Tapsin Compuesto Antigripal Caliente Noche Lim&oacute;n, Miel, Jengibre x 1 Sobre Polvo Para Solucion Oral","","",unknown,"",""
tapsin,1,"Paracetamol 500 mg. 16 comp.","","",unknown,"","paracetamol"
tapsin,1,"Paracetamol Gotas 100 mg/mL...","","",unknown,"","paracetamol"
tapsin,1,"Paracetamol inf. suposit. x 6","","",unknown,"","paracetamol"
tapsin,1,"Paracetamol Infantil 100...","","",unknown,"","paracetamol"
tapsin,1,"Paracetamol Infantil Gotas...","","",unknown,"","paracetamol"
tapsin,1,"Paracetamol/Tramadol...","","",unknown,"",""
tapsin,1,"Algiafin Jarabe x 60 ml","","",unknown,"",""
tapsin,1,"Alividol 1000 mg 20...","","",unknown,"",""
tapsin,1,"Anacin Max 8 Comp","","",unknown,"",""
tapsin,1,"Brevex 20 comprimidos","","",unknown,"",""
tapsin,1,"Cortigrip Dia y Noche 15...","","",unknown,"",""
tapsin,1,"Cronus x 30 comprimidos","","",unknown,"",""
tapsin,1,"Tapsin Dia Limonada Sobre (ai)","","",unknown,"",""
tapsin,1,"Tapsin Noche Limonada Sobre (ai)","","",unknown,"",""
tapsin,1,"Tapsin Limonada (B) Paracetamol Día 5g","Tapsin","Tapsin",structured,"","paracetamol"
tapsin,1,"Tapsín Limonada Noche (B) Paracetamol 5g","Tapsin","Tapsin",structured,"","paracetamol"
tapsin,1,"Tapsin Instaflu (B) Paracetamol Polvo Noche 1 Sobre","Tapsin","Tapsin",structured,"","paracetamol"
tapsin,1,"Tapsin Instaflu (B) Paracetamol  Polvo Día 1 Sobre","Tapsin","Tapsin",structured,"","paracetamol"
tapsin,1,"Tapsín Nocturno (B) Paracetamol 12 Comprimidos","Tapsin","Tapsin",structured,"","paracetamol"
tapsin,1,"Tapsin (B) Paracetamol / Cafeína 12 Comprimidos","Tapsin","Tapsin",structured,"",""
tapsin,1,"Tapsin Periodo 12 Comprimidos","Tapsin","Tapsin",structured,"",""
tapsin,1,"Tapsin Duo (B) Paracetamol / Ibuprofeno 12 Comprimidos Recubiertos","Tapsin","Tapsin",structured,"",""
tapsin,1,"Tapsí­n M (B) Paracetamol 10 Comprimidos Recubiertos","Tapsin M","Tapsin M",structured,"","paracetamol"
tapsin,1,"Tapsn (B) Paracetamol 500mg 24 Comprimidos","Tapsin","Tapsin",structured,"","paracetamol"
tapsin,1,"Tapsin Instaflu D/N (B) Paracetamol  6 Comprimidos","Tapsin","Tapsin",structured,"","paracetamol"
tapsin,1,"Tapsin Forte (B) Paracetamol  20 Comprimidos Recubiertos","Tapsin Forte","Tapsin Forte",structured,"","paracetamol"
tapsin,1,"Tapsín DN Plus (B) Paracetamol 18 Comprimidos Recubiertos","Tapsin","Tapsin",structured,"","paracetamol"
tapsin,1,"Tapsin Infantil Gotas (B) Paracetamol 15ml","Tapsin","Tapsin",structured,"","paracetamol"
tapsin,1,"Tapsín Limonada Noche (B) Paracetamol 6 Sobres","Tapsí­n","Tapsín",structured,"","paracetamol"
tapsin,1,"Tapsín Limonada (B) Paracetamol Día 6 Sobres","Tapsin ","Tapsin",structured,"","paracetamol"
tapsin,1,"Tapsin Forte (B) Paracetamol  Frasco 30 Comprimidos","Tapsí­n","Tapsín",structured,"","paracetamol"
tapsin,1,"Tapsin SC Efervescente (B) Paracetamol 20 Sobres","Tapsin","Tapsin",structured,"","paracetamol"
tapsin,1,"Tapsí­n Instaflu DN 18 Comprimidos","Tapsí­n","Tapsín",structured,"",""
tapsin,1,"Tapsin Instaflu Compuesto Plus 12 Comprimidos","Tapsin","Tapsin",structured,"",""
tapsin,1,"Tapsin (B) Paracetamol 1g 20 Comprimidos Recubiertos","Tapsin","Tapsin",structured,"","paracetamol"
tapsin,1,"Tapsin Duo (B) Paracetamol / Ibuprofeno 30 Comprimidos Recubiertos","Tapsin","Tapsin",structured,"",""
tapsin,1,"Tapsín M 30 Comprimidos Recubiertos","Tapsin","Tapsin",structured,"",""
tapsin,1,"Tapsin Infantil Paracetamol 120mg/5ml Jarabe 100ml","Tapsin","Tapsin",structured,"","paracetamol"
ibuprofeno,1,"Pyriped Ibuprofeno 400 mg 20 Cápsulas Blandas","","Pyriped",name,"","ibuprofeno"
ibuprofeno,6,"Ibuprofeno 400 mg x 20 comp","","",unknown,"","ibuprofeno"
ibuprofeno,3,"Ibuprofeno 600 Mg 20 Comp....","","",unknown,"","ibuprofeno"
ibuprofeno,3,"Ibuprofeno 200 mg 20 Comprimidos","","",unknown,"","ibuprofeno"
ibuprofeno,2,"Ibuprofeno 200mg/5ml Jarabe 100ml","","",unknown,"","ibuprofeno"
ibuprofeno,1,"Ibuprofeno 100 mg/5mL Suspensión 100 mL","","",unknown,"","ibuprofeno"
ibuprofeno,2,"Ibucalm Ibuprofeno 600 mg 20 Cápsulas blandas","","Ibucalm",name,"","ibuprofeno"
ibuprofeno,3,"Ibucalm Ibuprofeno 600 Mg 10 Cap Blandas","","Ibucalm",name,"","ibuprofeno"
ibuprofeno,3,"Ibucalm Ibuprofeno 400 Mg 10 Cap Blandas","","Ibucalm",name,"","ibuprofeno"
ibuprofeno,1,"Ibucalm Ibuprofeno 400 mg 20 Cápsulas blandas","","Ibucalm",name,"","ibuprofeno"
ibuprofeno,1,"Pyriped Ibuprofeno 400Mg 10 Cápsulas Blandas","","Pyriped",name,"","ibuprofeno"
ibuprofeno,2,"Ibupirac LC Ibuprofeno 600 mg 10 Cápsulas Blandas","","Ibupirac",name,"","ibuprofeno"
ibuprofeno,1,"Ibupirac LC Ibuprofeno 400 mg 20 Cápsulas Blandas","","Ibupirac",name,"","ibuprofeno"
ibuprofeno,2,"Actron 400 mg x 10 cápsulas...","","",unknown,"",""
ibuprofeno,2,"Dolorub 5% Crema Topica Con...","","",unknown,"",""
ibuprofeno,2,"Actron 400mg X 20 Capsulas Blandas","","",unknown,"",""
ibuprofeno,1,"Triofeno Ibuprofeno 200 mg 20 Comprimidos","","Triofeno",name,"","ibuprofeno"
ibuprofeno,1,"Actron 600 Ibuprofeno 600 mg 20 Cápsulas Blandas","","Actron",name,"","ibuprofeno"
ibuprofeno,2,"Pyriped (ibuprofeno) 100mg/5ml Jarabe 100ml","","Pyriped",name,"","ibuprofeno"
ibuprofeno,1,"Pyriped Ibuprofeno Suspension Oral 200mg/5ml 100ml","","Pyriped",name,"","ibuprofeno"
ibuprofeno,1,"Dolorub Analgesica-Antiinflamatoria Ibuprofeno 5% Crema Tópica 45 gr","","Dolorub",name,"","ibuprofeno"
ibuprofeno,1,"Tapsin Duo Paracetamol Ibuprofeno 12 Comprimidos Recubiertos","","Tapsin",name,"","paracetamol"
ibuprofeno,1,"Niofen Cold HBP Ibuprofeno 200 mg 10 Comprimidos","","Niofen",name,"","ibuprofeno"
ibuprofeno,1,"Pironal Forte Ibuprofeno 200 mg/5mL Suspensión 100 mL","","Pironal",name,"","ibuprofeno"
ibuprofeno,1,"Pironal Flu Forte Ibuprofeno 200 mg Suspensión 100 mL","","Pironal",name,"","ibuprofeno"
ibuprofeno,1,"Pironal Flu Forte Ibuprofeno 400 mg 12 Comprimidos Recubiertos","","Pironal",name,"","ibuprofeno"
ibuprofeno,1,"Ibuprofeno 400 mg 20 comprimidos","TEVA","",unknown,"Teva","ibuprofeno"
ibuprofeno,2,"Ibuprofeno 200 mg x 20 comprimidos","GENERICOS-ASCEND","",unknown,"Genericos-Ascend","ibuprofeno"
ibuprofeno,1,"Ibuprofeno 600 mg 20 comprimidos recubiertos","OPKO","",unknown,"Opko","ibuprofeno"
ibuprofeno,1,"DorAliv ibuprofeno 600 mg 10 cápsulas blandas","VIVUNT","DorAliv",name,"Vivunt","ibuprofeno"
ibuprofeno,2,"Ibupirac LC 400 mg x 20 cápsulas blandas.","Chemopharma","",unknown,"Chemopharma",""
ibuprofeno,1,"Dolorub ibuprofeno 5 % crema 45 g","MAVER","Dolorub",name,"Maver","ibuprofeno"
ibuprofeno,1,"Ibuprofeno 100 mg/5 mL suspensión oral 100 mL","OPKO","",unknown,"Opko","ibuprofeno"
ibuprofeno,1,"Tapsin Duo paracetamol 300 mg ibuprofeno 200 mg 12 comprimidos recubiertos","MAVER","Tapsin",name,"Maver","paracetamol"
ibuprofeno,1,"IbuAliv niños ibuprofeno 100 mg/5 mL suspensión oral 100 mL","VIVUNT","IbuAliv",name,"Vivunt","ibuprofeno"
ibuprofeno,1,"Finagrip suspensión oral 100 mL","INTERPHARMA","",unknown,"Interpharma",""
ibuprofeno,1,"Finagrip 10 comprimidos recubiertos","INTERPHARMA","",unknown,"Interpharma",""
ibuprofeno,1,"Ibuprofeno Forte suspensión  Oral 200mg/5ml 100ml (Opko)","Opko","",unknown,"Opko","ibuprofeno"
ibuprofeno,2,"Ibuprofeno 400 mg x 20 comprimidos","CHILE","",unknown,"Chile","ibuprofeno"
ibuprofeno,1,"Ibucalm 400 mg x 20 cápsulas blandas.","Opko","",unknown,"Opko",""
ibuprofeno,1,"Pironal Flu Forte x 12 comprimidos.","Bagó","",unknown,"Bagó",""
ibuprofeno,1,"Ibucalm 400 mg x 10 cápsulas blandas.","Opko","",unknown,"Opko",""
ibuprofeno,1,"Dolorub 5% crema 60 g","Maver","",unknown,"Maver",""
ibuprofeno,1,"Ibucalm 600 mg x 10 cápsulas blandas.","Opko","",unknown,"Opko",""
ibuprofeno,1,"Kitadol Duo x 10 comprimidos","Laboratorio Chile","",unknown,"Laboratorio Chile",""
ibuprofeno,2,"Niofen Forte 200mg/5ml suspensión oral 120 ml.","","",unknown,"",""
ibuprofeno,1,"Bediatil Forte suspensión Oral 200 mg/5ml x 100 ml.","Pasteur","",unknown,"Pasteur",""
ibuprofeno,1,"Ibucalm 600 mg x 20 cápsulas blandas.","Opko","",unknown,"Opko",""
ibuprofeno,1,"Ibupirac LC 400 mg x 10 cápsulas blandas.","Chemopharma","",unknown,"Chemopharma",""
ibuprofeno,1,"Ibupirac LC 600 mg x 10 cápsulas blandas.","Chemopharma","",unknown,"Chemopharma",""
ibuprofeno,1,"Tapsin Duo x 12 comprimidos","Maver","",unknown,"Maver",""
ibuprofeno,1,"Ipson D forte suspension oral 120ml","","",unknown,"",""
ibuprofeno,1,"Ipson Forte suspensión oral 200mg/5ml x120ml","","",unknown,"",""
ibuprofeno,1,"Dolorub 5% gel x 60 gramos.","Maver","",unknown,"Maver",""
ibuprofeno,1,"Pironal Flu Forte Suspensión Oral 100ml","Bagó","",unknown,"Bagó",""
ibuprofeno,1,"Ibufren Forte 200mg/5ml Suspensión Oral 100ml","Hospifarma","",unknown,"Hospifarma",""
ibuprofeno,1,"Ibuprofeno 600 mg Lab chile - 20 Comprimidos","LABORATORIO CHILE","",unknown,"Laboratorio Chile","ibuprofeno"
ibuprofeno,1,"Ibuprofeno 600 mg 20 Comprimidos Laboratorio Chile","ASCEND","",unknown,"Ascend","ibuprofeno"
ibuprofeno,1,"Ibuprofeno 400 mg x 20 comprimidos","OPKO","",unknown,"Opko","ibuprofeno"
ibuprofeno,1,"Pyriped 400 mg x 20 cápsulas","MINTLAB","",unknown,"Mintlab",""
ibuprofeno,1,"Ibupirac Forte Suspensión Oral 200 mg / 5 mL x 100 mL","CHEMOFARMA","",unknown,"Chemofarma",""
ibuprofeno,1,"Ibuprofeno Suspensión Oral 200 mg / 5 mL x 100 mL","Opko","",unknown,"Opko","ibuprofeno"
ibuprofeno,1,"Ibuprofeno 200 mg/5 mL x 100 mL Suspension Oral","","",unknown,"","ibuprofeno"
ibuprofeno,1,"Ibuprofeno Suspensión 100 mg/5ml x 100 ml (cenabast)","","",unknown,"","ibuprofeno"
ibuprofeno,1,"Dolorub Ibuprofeno Gel 60g DESCUENTO","","Dolorub",name,"","ibuprofeno"
ibuprofeno,1,"Dolad Ibuprofeno suspensión oral 200mg/5ml 120ml Ascend Cenabast DESCUENTO","","Dolad",name,"","ibuprofeno"
ibuprofeno,1,"Ibuprofeno Dolad suspensión oral 200mg/5ml 120ml (Ascend Cenabast)","","",unknown,"","ibuprofeno"
ibuprofeno,1,"Actron ibuprofeno 600mg por 10 caps. blandas DESCUENTO","","Actron",name,"","ibuprofeno"
ibuprofeno,1,"Ibuprofeno Ibupirac Flu Forte suspensión DESCUENTO caja dañada","","",unknown,"","ibuprofeno"
ibuprofeno,1,"Ibuprofeno Deucodol Forte  200 mg/5 ml x 120 ml","","",unknown,"","ibuprofeno"
ibuprofeno,1,"Ipson-D Ibuprofeno Pseudofedrina Clorhidrato 100 mg &#8211; 15 mg / 5 ml 120 Ml","","IpsonD",name,"","ibuprofeno"
ibuprofeno,1,"Ibuprofeno 100 mg/5 mL x 100 mL Suspensi&oacute;n Oral ETHON PHARMACEUTICALS S.P.A","","",unknown,"","ibuprofeno"
ibuprofeno,1,"Ibupirac Forte 200 mg/5 mL x 100 mL Suspensi&oacute;n Oral","","",unknown,"",""
ibuprofeno,1,"Ibupirac LC 600 mg x 10 C&aacute;psulas Blandas","","",unknown,"",""
ibuprofeno,1,"Ibupirac LC 400 mg x 20 C&aacute;psulas Blandas","","",unknown,"",""
ibuprofeno,1,"Actron 600 mg x 10 C&aacute;psulas Blandas","","",unknown,"",""
ibuprofeno,1,"Deucodol Forte 200 mg/5 mL x 120 mL Suspension Oral","","",unknown,"",""
ibuprofeno,1,"Ipson 100 mg/5 mL x 120 mL Suspensi&oacute;n Oral","","",unknown,"",""
ibuprofeno,1,"Niofen Forte 200 mg/5 mL x 120 mL Suspensi&oacute;n Oral","","",unknown,"",""
ibuprofeno,1,"Ipson Forte 200 mg/5 mL x 120 mL Suspensi&oacute;n Oral","","",unknown,"",""
ibuprofeno,1,"Ibufren Fte 200Mg/5Ml Suspenci&oacute;n Oral 100Ml Frasco","","",unknown,"",""
ibuprofeno,1,"Actron 400 mg x 10 C&aacute;psulas Blandas","","",unknown,"",""
ibuprofeno,1,"Dolorub 5 % x 60 g Crema T&oacute;pica","","",unknown,"",""
ibuprofeno,1,"Algiasol Forte 200 mg/5 mL x 100 mL Suspensi&oacute;n Oral","","",unknown,"",""
ibuprofeno,1,"Actron RA 200 mg x 10 C&aacute;psulas Blandas","","",unknown,"",""
ibuprofeno,1,"Dolorub 5 % x 45 g Crema Topica","","",unknown,"",""
ibuprofeno,1,"Ibuprofeno 400 mg x 20","","",unknown,"","ibuprofeno"
ibuprofeno,1,"Ibuprofeno 600 mg  x 20","","",unknown,"","ibuprofeno"
ibuprofeno,1,"Ibuprofeno Jarabe 200 mg /...","","",unknown,"","ibuprofeno"
ibuprofeno,1,"Actron 600 Mg 10 Cap blandas","","",unknown,"",""
ibuprofeno,1,"Actron RA 200 mg. 10...","","",unknown,"",""
ibuprofeno,1,"DorAliv 600 Mg 20 Caps....","","",unknown,"",""
ibuprofeno,1,"DorAliv 600 mg x 10...","","",unknown,"",""
ibuprofeno,1,"Finagrip 10 Comp. Recubiertos","","",unknown,"",""
ibuprofeno,1,"Actron (ibuprofeno) 200mg 10  Cápsulas","","Actron",name,"","ibuprofeno"
ibuprofeno,1,"Tapsin Duo (B) Paracetamol / Ibuprofeno 12 Comprimidos Recubiertos","Tapsin","Tapsin",structured,"",""
ibuprofeno,1,"Actron (R) Ibuprofeno 400mg 10 Cápsulas Blandas","Actron","Actron",structured,"","ibuprofeno"
ibuprofeno,1,"DorAliv (B) Ibuprofeno 400mg 10 Cápsulas Blandas","Notts","Notts",structured,"","ibuprofeno"
ibuprofeno,1,"Ibuprofeno Actron  200 mg RA (R) 10 Cápsulas Blandas","Actron","Actron",structured,"","ibuprofeno"
ibuprofeno,1,"Kitadol Duo Ibuprofeno / Paracetamol 10 Comprimidos Recubiertos","Kitadol Duo","Kitadol Duo",structured,"",""
ibuprofeno,1,"DorAliv (B) Ibuprofeno 400mg 20 Cápsulas Blandas","Notts","Notts",structured,"","ibuprofeno"
ibuprofeno,1,"Ibuprofeno 200mg Jarabe 120ml","Ibuprofeno","",unknown,"","ibuprofeno"
ibuprofeno,1,"IbuAliv Forte Ibuprofeno 200mg/5ml Jarabe 100ml","Notts","Notts",structured,"","ibuprofeno"
ibuprofeno,1,"Ipson Forte Infantil Ibuprofeno 120ml","Ipson Forte Pediatrico","Ipson Forte Pediatrico",structured,"","ibuprofeno"
ibuprofeno,1,"Actron Ibuprofeno 600mg 10 Cápsulas Blandas","Actron","Actron",structured,"","ibuprofeno"
ibuprofeno,1,"Ipson Infantil Ibuprofeno 120ml","Ipson","Ipson",structured,"","ibuprofeno"
ibuprofeno,1,"Deucodol Forte Ibuprofeno 200mg/5ml Jarabe 120ml","Deucodol","Deucodol",structured,"","ibuprofeno"
ibuprofeno,1,"DorAliv (B) Ibuprofeno 600mg 10 Cápsulas Blandas","Notts","Notts",structured,"","ibuprofeno"
ibuprofeno,1,"Actron (R) Ibuprofeno 400mg 20 Cápsulas Blandas","Actron","Actron",structured,"","ibuprofeno"
ibuprofeno,1,"Niofen Forte Ibuprofeno 200mg/5ml Jarabe 120ml","Niofen Forte","Niofen Forte",structured,"","ibuprofeno"
ibuprofeno,1,"Actron (R) Ibuprofeno 600mg 20 Cápsulas Blandas","Actron 600","Actron 600",structured,"","ibuprofeno"
ibuprofeno,1,"Doraliv (B) Ibuprofeno 600mg 20 Cápsulas Blandas","Notts","Notts",structured,"","ibuprofeno"
ibuprofeno,1,"Pironal Flu Forte Ibuprofeno / Pseudoefedrina Jarabe 100ml","Pironal","Pironal",structured,"",""
losartan,3,"Losartan Potasico 50 mg 30 Comprimidos","","",unknown,"","losartan"
losartan,4,"Losartan 100 Mg X 30 Comp...","","",unknown,"","losartan"
losartan,1,"Lopren Losartan Potasico 50 mg 30 Comprimidos Recubiertos","","Lopren",name,"","losartan"
losartan,2,"Corodin 50 mg x 30 Comprimidos Recubiertos","","",unknown,"",""
losartan,2,"Cozaar 100 mg x 30 Comprimidos Recubiertos","","",unknown,"",""
losartan,3,"Cozaar 50 mg x30com","","",unknown,"",""
losartan,1,"Corodin Losartan Potasico 100 mg 30 Comprimidos","","Corodin",name,"","losartan"
losartan,2,"Losapres 100 mg x 30 Comprimidos Recubiertos","","",unknown,"",""
losartan,2,"Losapres 50 mg x 30 Comprimidos Recubiertos","","",unknown,"",""
losartan,2,"Hyzaar Forte Losartan 100 mg 30 Comprimidos","","Hyzaar",name,"","losartan"
losartan,2,"Simperten-D Losartan 100 mg 30 Comprimidos Recubierto","","SimpertenD",name,"","losartan"
losartan,2,"Simperten-D Losartan 50 mg 30 Comprimidos Recubierto","","SimpertenD",name,"","losartan"
losartan,1,"Hyzaar Losartan / Hidroclorotiazida 50 mg / 12,5 mg 30 Comprimidos","","",unknown,"",""
losartan,2,"Losapres-D 100 mg/25 mg x 30 Comprimidos Recubiertos","","",unknown,"",""
losartan,3,"Losartan Potasico 100 mg x30com. (Opko)","Opko","",unknown,"Opko","losartan"
losartan,3,"Losartan Potásico 50 mg x 30 Comprimidos","ASCEND","",unknown,"Ascend","losartan"
losartan,1,"Simperten-D 100/25 losartan 100 mg hidroclorotiazida 25 mg 30 comprimidos recubiertos","TEVA","SimpertenD",name,"Teva","losartan"
losartan,2,"Losartan Potásico 50 mg x 30 Comprimidos ""Ley Cenabast""","OPKO","",unknown,"Opko","losartan"
losartan,2,"Losartan Potásico 50 mg x 30 comprimidos","CHILE","",unknown,"Chile","losartan"
losartan,2,"Losartán Potásico 100 mg x 30 comprimidos","CHILE","",unknown,"Chile","losartan"
losartan,1,"Simperten D 100/25 x 30 comprimidos recubiertos","Laboratorio Chile","",unknown,"Laboratorio Chile",""
losartan,1,"Losartan Potasico 50 mg x30com. (Eurofarma)","Eurofarma","",unknown,"Eurofarma","losartan"
losartan,1,"Losartan Potasico 50 mg x 30 comprimidos. (Seven Pharma)","Seven Pharma","",unknown,"Seven Pharma","losartan"
losartan,1,"Losartan Potasico 50 mg x30com. (Hospifarma)","Hospifarma","",unknown,"Hospifarma","losartan"
losartan,1,"Losartan Potasico 50 mg x30com. (Mintlab)","Mintlab","",unknown,"Mintlab","losartan"
losartan,1,"Losartan Hidroclorotiazida 50/12,5mg x 30 comprimidos. (Opko)","Ascend","",unknown,"Ascend",""
losartan,1,"Losartan Potasico 100 mg x 30 comprimidos. (Ascend)","Ascend","",unknown,"Ascend","losartan"
losartan,1,"Losartan Hidroclorotiazida 100/25mg x30com (Eurofarma)","Eurofarma","",unknown,"Eurofarma",""
losartan,1,"Losartan Hidroclorotiazida 50/12,5 x30com (Eurofarma)","Eurofarma","",unknown,"Eurofarma","losartan"
losartan,1,"Losartan Hidroclorotiazida 50/12,5mg x30com (Hospifarma)","Hospifarma","",unknown,"Hospifarma",""
losartan,1,"Hyzaar 50/12,5mg x30com","","",unknown,"",""
losartan,1,"Losartan Potásico + Hidroclorotiazida 50 mg / 12.5 mg x 30 comprimidos","ASCEND","",unknown,"Ascend",""
losartan,1,"Losapres-D 100 / 25 mg x 30 comprimidos","Megalabs","",unknown,"Megalabs",""
losartan,1,"Losartán Potásico 100 mg x 30 comprimidos recubiertos ""Ley Cenabast""","SEVEN PHARMA","",unknown,"Seven Pharma","losartan"
losartan,1,"Losapres 100 mg x 30 comprimidos","PHARMA INVESTI","",unknown,"Pharma Investi",""
losartan,1,"Losartán Potásico / Hidroclorotiazida 50 mg / 12,5 mg x 30 comprimidos","OPKO","",unknown,"Opko",""
losartan,2,"Losartan Potásico + Hidroclorotiazida 50 mg/12.5 mg x 30 comp.","","",unknown,"",""
losartan,1,"Losartan + Hidroclorotiazida 100/25 x 30 Comp Eurofarma","","",unknown,"",""
losartan,1,"Hyzaar 50 mg/12.5 mg x 30 Comprimidos Recubiertos","","",unknown,"",""
losartan,1,"Losapres-D 50 mg/12.5 mg x 30 Comprimidos Recubiertos","","",unknown,"",""
losartan,1,"Tellmi Am 80/10 Mg 30 Comprimidos","","",unknown,"",""
losartan,1,"Iltuxam HCT 40/5/25 mg (28 comprimidos)","","",unknown,"",""
losartan,1,"Iltuxam HCT 20/5/12,5 mg (28 comprimidos)","","",unknown,"",""
losartan,1,"Cordiax AM 80 mg/10 mg x 40 Comprimidos","","",unknown,"",""
losartan,1,"Losartan +...","","",unknown,"","losartan"
losartan,1,"Losartan 50 mg 30...","","",unknown,"","losartan"
losartan,1,"Losartan Potasico 100 Mg 30...","","",unknown,"","losartan"
losartan,1,"Hyzaar Forte 100/25 mg 30...","","",unknown,"",""
losartan,1,"Simperten-D 100/25 mg. 30...","","",unknown,"",""
losartan,1,"Losartán/hidroclorotiazida 50/ 12,5 Mg X 30 Comprimidos","","",unknown,"",""
losartan,1,"Lorsartán Potásico / Hidroclorotiazida 50/12.5 30 Comprimidos Recubiertos","Lorsartán Potásico/Hidroclorotiazida ","",unknown,"",""
losartan,1,"Corodin (B) Losartán Potásico 100mg 30 Comprimidos Recubiertos","Corodin","Corodin",structured,"","losartan"
losartan,1,"Losapres (B) Losartán 100mg 30 Comprimidos Recubiertos","Losapres","Losapres",structured,"","losartan"
