query,pharmacy,rawProductName,displayProductName,laboratory,activeIngredient,strength,quantity,unitCountKey,commercialVariantKey,dosageFormClass,combinationKey,matchKey,presentationKey,price,channel,stock,onlineUrl
amoxicilina suspension,sermecoop,Amobiotic (amoxicilina) 1gr 14 Comprimidos Dispersables,Amobiotic (amoxicilina) 1gr 14 Comprimidos Dispersables,null,amobiotic,null,14,14,null,solid-oral,null,amobiotic|14,amobiotic|14|bio:unknown|brand:unknown|form:solid-oral,13990,store,false,https://www.farmaciasermecoop.cl/index.php/online/detalleproducto?p_=19025&d_=1
amoxicilina suspension,ahumada,Clavam Duo 875 mg/125 mg x 14 Comprimidos Recubiertos,Clavam Duo 875 mg/125 mg x 14 Comprimidos Recubiertos,null,clavam,875mg,14,14,duo,solid-oral,null,clavam|875mg|14,clavam|875mg|14|bio:true|brand:unknown|var:duo|form:solid-oral,14024,store,true,https://www.farmaciasahumada.cl/clavam-duo-875-mg-125-mg-x-14-comprimidos-recubiertos-76448.html
amoxicilina suspension,salcobrand,Amoval Amoxicilina 1g 14 Comprimidos Dispersables,Amoval Amoxicilina 1g 14 Comprimidos Dispersables,Amoval,amoval,1000mg,14,14,null,solid-oral,null,amoval|1000mg|14,amoval|1000mg|14|bio:unknown|brand:amoval|form:solid-oral,14549,online,true,https://salcobrand.cl/products/amoval-amoxicilina-1g-14-comprimidos-dispersables?default_sku=2970138
amoxicilina suspension,ahumada,AMOVAL Amoxicilina 1 g 14 comprimidos,AMOVAL Amoxicilina 1 g 14 comprimidos,null,amoval,1000mg,14,14,null,solid-oral,null,amoval|1000mg|14,amoval|1000mg|14|bio:true|brand:unknown|form:solid-oral,14632,cmr,true,https://www.farmaciasahumada.cl/amoval-amoxicilina-1-g-14-comprimidos-16344.html
amoxicilina suspension,dr-simi,Optamox amoxicilina 875 mg 21 comprimidos recubiertos,Optamox amoxicilina 875 mg 21 comprimidos recubiertos,MEGALABS,optamox,875mg,21,21,null,solid-oral,null,optamox|875mg|21,optamox|875mg|21|bio:false|brand:megalabs|form:solid-oral,15200,store,true,https://www.drsimi.cl/optamox-amoxicilina-875-mg-21-comprimidos/p
amoxicilina suspension,cruz-verde,Novamox Amoxicilina 1000 mg 14 Comprimidos Dispersable,Novamox Amoxicilina 1000 mg 14 Comprimidos Dispersable,null,novamox,1000mg,14,14,null,solid-oral,null,novamox|1000mg|14,novamox|1000mg|14|bio:unknown|brand:unknown|form:solid-oral,15290,store,true,https://www.cruzverde.cl/novamox-amoxicilina-1000-mg-14-comprimidos-dispersable/260321.html
amoxicilina suspension,sermecoop,Amoval (amoxicilina) 500mg 21 Comprimidos,Amoval Amoxicilina 500 mg 21 Comprimidos,null,amoval,500mg,21,21,null,solid-oral,null,amoval|500mg|21,amoval|500mg|21|bio:unknown|brand:unknown|form:solid-oral,15390,store,true,https://www.farmaciasermecoop.cl/index.php/online/detalleproducto?p_=20450&d_=1
amoxicilina suspension,cruz-verde,Amoval Amoxicilina 500 mg 21 Comprimidos,Amoval Amoxicilina 500 mg 21 Comprimidos,null,amoval,500mg,21,21,null,solid-oral,null,amoval|500mg|21,amoval|500mg|21|bio:unknown|brand:unknown|form:solid-oral,28240,store,true,https://www.cruzverde.cl/amoval-amoxicilina-500-mg-21-comprimidos/6093.html
amoxicilina suspension,salcobrand,Moxivulan Ácido Clavulánico 125mg Amoxicilina 875mg 14 Comprimidos Recubiertos,Moxivulan Ácido Clavulánico 125mg Amoxicilina 875mg 14 Comprimidos Recubiertos,Moxivulan,moxivulan,125mg,14,14,null,solid-oral,null,moxivulan|125mg|14,moxivulan|125mg|14|bio:unknown|brand:moxivulan|form:solid-oral,15399,online,true,https://salcobrand.cl/products/moxivulan-acido-clavulanico-125mg-amoxicilina-875mg-14-comprimidos-recubiertos?default_sku=3310312
amoxicilina suspension,salcobrand,Maximox (B) 875/125 Amoxicilina / ícido Clavulánico 20 Comprimidos Recubiertos,Maximox (B) 875/125 Amoxicilina / ícido Clavulánico 20 Comprimidos Recubiertos,Maximox,maximox,null,20,20,cido,solid-oral,null,maximox|20,maximox|20|bio:unknown|brand:maximox|var:cido|form:solid-oral,15959,online,true,https://salcobrand.cl/products/acido-clavulanico-125mg-amoxicilina-875mg-oral-solido-717e7b95-7249-428c-b210-d0853378111c?default_sku=2501114
amoxicilina suspension,ahumada,Novamox 1 g x 20 Comprimidos Dispersables,Novamox 1 g x 20 Comprimidos Dispersables,null,novamox,1000mg,20,20,null,solid-oral,null,novamox|1000mg|20,novamox|1000mg|20|bio:true|brand:unknown|form:solid-oral,16087,cmr,true,https://www.farmaciasahumada.cl/novamox-1-g-x-20-comprimidos-dispersables-88103.html
amoxicilina suspension,ahumada,Optamox 875 mg x 14 Comprimidos Recubiertos,Optamox 875 mg x 14 Comprimidos Recubiertos,null,optamox,875mg,14,14,null,solid-oral,null,optamox|875mg|14,optamox|875mg|14|bio:true|brand:unknown|form:solid-oral,16274,cmr,true,https://www.farmaciasahumada.cl/optamox-875-mg-x-14-comprimidos-recubiertos-28045.html
amoxicilina suspension,ahumada,AMOVAL Amoxicilina 1 g 20 comprimidos,AMOVAL Amoxicilina 1 g 20 comprimidos,null,amoval,1000mg,20,20,null,solid-oral,null,amoval|1000mg|20,amoval|1000mg|20|bio:true|brand:unknown|form:solid-oral,16762,cmr,true,https://www.farmaciasahumada.cl/amoval-amoxicilina-1-g-20-comprimidos-39171.html
amoxicilina suspension,dr-simi,Amoxicilina 250 mg 500 cápsulas,Amoxicilina 250 mg 500 cápsulas,DR. SIMI,amoxicilina,250mg,500,500,null,solid-oral,null,amoxicilina|250mg|500,amoxicilina|250mg|500|bio:false|brand:drsimi|form:solid-oral,16807,store,false,https://www.drsimi.cl/amoxicilina-250-mg-500-capsulas/p
amoxicilina suspension,araucomed,Amoval 1 gramo x 20 comprimidos dispersables.,Amoval Amoxicilina 1gr 20 Comprimidos,null,amoval,null,20,20,null,solid-oral,null,amoval|20,amoval|20|bio:unknown|brand:unknown|form:solid-oral,16990,store,true,https://farmacia.araucomed.com/antibioticos/amoval-1g-x20com
amoxicilina suspension,ecofarmacias,Amoval Amoxicilina 1gr 20 Comprimidos,Amoval Amoxicilina 1gr 20 Comprimidos,null,amoval,null,20,20,null,solid-oral,null,amoval|20,amoval|20|bio:unknown|brand:unknown|form:solid-oral,19150,store,false,https://www.ecofarmacias.cl/producto/amoval-amoxicilina-1gr-20-comprimidos/
amoxicilina suspension,sermecoop,Amoval (amoxicilina) 1gr 20 Comprimidos Dispersable,Amoval Amoxicilina 1gr 20 Comprimidos,null,amoval,null,20,20,null,solid-oral,null,amoval|20,amoval|20|bio:unknown|brand:unknown|form:solid-oral,19690,store,false,https://www.farmaciasermecoop.cl/index.php/online/detalleproducto?p_=19424&d_=1
amoxicilina suspension,cruz-verde,Moxivulan 875/125 Amoxicilina 875 mg Ácido Clavulánico 125 mg 14 Comprimidos Recubiertos,Moxivulan 875/125 Amoxicilina 875 mg Ácido Clavulánico 125 mg 14 Comprimidos Recubiertos,null,moxivulan,875mg,14,14,null,solid-oral,null,moxivulan|875mg|14,moxivulan|875mg|14|bio:unknown|brand:unknown|form:solid-oral,17340,store,true,https://www.cruzverde.cl/moxivulan-875-125-amoxicilina-875-mg-acido-clavulanico-125-mg-14-comprimidos-recubiertos/392524.html
amoxicilina suspension,cruz-verde,Optamox Amoxicilina 875 mg 21 Comprimidos,Optamox Amoxicilina 875 mg 21 Comprimidos,null,optamox,875mg,21,21,null,solid-oral,null,optamox|875mg|21,optamox|875mg|21|bio:unknown|brand:unknown|form:solid-oral,17590,store,true,https://www.cruzverde.cl/optamox-amoxicilina-875-mg-21-comprimidos/259180.html
amoxicilina suspension,salcobrand,Novamox (B) Amoxicilina 1g 20 Comprimidos,Novamox (B) Amoxicilina 1g 20 Comprimidos,Novamox,novamox,1000mg,20,20,null,solid-oral,null,novamox|1000mg|20,novamox|1000mg|20|bio:unknown|brand:novamox|form:solid-oral,18127,online,true,https://salcobrand.cl/products/novamox-b-amoxicilina-1g-20-comprimidos?default_sku=574764
amoxicilina suspension,cruz-verde,Amoval Amoxicilina 1000 mg 14 Comprimidos,Amoval Amoxicilina 1000 mg 14 Comprimidos,null,amoval,1000mg,14,14,null,solid-oral,null,amoval|1000mg|14,amoval|1000mg|14|bio:unknown|brand:unknown|form:solid-oral,18540,store,true,https://www.cruzverde.cl/amoval-amoxicilina-1000-mg-14-comprimidos/6261.html
amoxicilina suspension,cruz-verde,Zolimax Duo 875/125 Amoxicilina 875 mg 14 Comprimidos,Zolimax Duo 875/125 Amoxicilina 875 mg 14 Comprimidos,null,zolimax,875mg,14,14,duo,solid-oral,null,zolimax|875mg|14,zolimax|875mg|14|bio:unknown|brand:unknown|var:duo|form:solid-oral,19540,store,true,https://www.cruzverde.cl/zolimax-duo-875-125-amoxicilina-875-mg-14-comprimidos/292268.html
amoxicilina suspension,cruz-verde,Zolimax Duo 875/125 Amoxicilina 875 mg 20 Comprimidos,Zolimax Duo 875/125 Amoxicilina 875 mg 20 Comprimidos,null,zolimax,875mg,20,20,duo,solid-oral,null,zolimax|875mg|20,zolimax|875mg|20|bio:unknown|brand:unknown|var:duo|form:solid-oral,19791,store,true,https://www.cruzverde.cl/zolimax-duo-875-125-amoxicilina-875-mg-20-comprimidos/292269.html
amoxicilina suspension,cruz-verde,Optamox Amoxicilina 875 mg 14 Comprimidos Recubiertos,Optamox Amoxicilina 875 mg 14 Comprimidos Recubiertos,null,optamox,875mg,14,14,null,solid-oral,null,optamox|875mg|14,optamox|875mg|14|bio:unknown|brand:unknown|form:solid-oral,20590,store,true,https://www.cruzverde.cl/optamox-amoxicilina-875-mg-14-comprimidos-recubiertos/161148.html
amoxicilina suspension,cruz-verde,Novamox Amoxicilina 1000 mg 20 Comprimidos,Novamox Amoxicilina 1000 mg 20 Comprimidos,null,novamox,1000mg,20,20,null,solid-oral,null,novamox|1000mg|20,novamox|1000mg|20|bio:unknown|brand:unknown|form:solid-oral,20590,store,true,https://www.cruzverde.cl/novamox-amoxicilina-1000-mg-20-comprimidos/259836.html
amoxicilina suspension,sermecoop,Ambilan Bid (amoxicilina/clavulanico) 875/125mg 14 Comprimidos,Ambilan Bid (amoxicilina/clavulanico) 875/125mg 14 Comprimidos,null,ambilan,125mg,14,14,null,solid-oral,clavulanico,ambilan|125mg|14,ambilan|125mg|14|bio:unknown|brand:unknown|combo:clavulanico|form:solid-oral,22090,store,false,https://www.farmaciasermecoop.cl/index.php/online/detalleproducto?p_=19281&d_=1
amoxicilina suspension,salcobrand,Clavam Duo (B) Amoxicilina / ícido Clavulánico 875/125 14 Comprimidos Recubiertos,Clavam Duo (B) Amoxicilina / ícido Clavulánico 875/125 14 Comprimidos Recubiertos,Clavam Duo,clavam,null,14,14,duo,solid-oral,null,clavam|14,clavam|14|bio:unknown|brand:clavamduo|var:duo|form:solid-oral,22791,online,true,https://salcobrand.cl/products/acido-clavulanico-125mg-amoxicilina-875mg-oral-solido-557ff42a-e4f7-41e5-afa0-b21c0e4e3a55?default_sku=3402056
amoxicilina suspension,araucomed,Clavinex Duo CD 875/125 x 14 comprimidos.,Clavinex Duo CD 875/125 x 14 comprimidos.,null,clavinex,null,14,14,duo,solid-oral,null,clavinex|14,clavinex|14|bio:unknown|brand:unknown|var:duo|form:solid-oral,23490,store,true,https://farmacia.araucomed.com/antibioticos/clavinex-duo-cd-875-125-x14com
amoxicilina suspension,cruz-verde,Clavam Duo Amoxicilina 875 mg 14 Comprimidos Recubierto,Clavam Duo Amoxicilina 875 mg 14 Comprimidos Recubierto,null,clavam,875mg,14,14,duo,solid-oral,null,clavam|875mg|14,clavam|875mg|14|bio:unknown|brand:unknown|var:duo|form:solid-oral,24250,store,true,https://www.cruzverde.cl/clavam-duo-amoxicilina-875-mg-14-comprimidos-recubierto/268905.html
amoxicilina suspension,cruz-verde,Amoval Amoxicilina 1000 mg 20 Comprimidos,Amoval Amoxicilina 1000 mg 20 Comprimidos,null,amoval,1000mg,20,20,null,solid-oral,null,amoval|1000mg|20,amoval|1000mg|20|bio:unknown|brand:unknown|form:solid-oral,24580,store,true,https://www.cruzverde.cl/amoval-amoxicilina-1000-mg-20-comprimidos/6376.html
amoxicilina suspension,salcobrand,Clavam Duo (B) Amoxicilina / ícido Clavulánico 875/125 20 Comprimidos Recubiertos,Clavam Duo (B) Amoxicilina / ícido Clavulánico 875/125 20 Comprimidos Recubiertos,Clavam Duo,clavam,null,20,20,duo,solid-oral,null,clavam|20,clavam|20|bio:unknown|brand:clavamduo|var:duo|form:solid-oral,25343,online,true,https://salcobrand.cl/products/acido-clavulanico-125mg-amoxicilina-875mg-oral-solido-173dd599-892c-4243-923c-7305fe1fdf4b?default_sku=3402057
amoxicilina suspension,cruz-verde,Maximox Amoxicilina 875 mg 14 Comprimidos Recubierto,Maximox Amoxicilina 875 mg 14 Comprimidos Recubierto,null,maximox,875mg,14,14,null,solid-oral,null,maximox|875mg|14,maximox|875mg|14|bio:unknown|brand:unknown|form:solid-oral,26690,store,true,https://www.cruzverde.cl/maximox-amoxicilina-875-mg-14-comprimidos-recubierto/259539.html
amoxicilina suspension,cruz-verde,Amobiotic Amoxicilina 1000 mg 20 Comprimidos,Amobiotic Amoxicilina 1000 mg 20 Comprimidos,null,amobiotic,1000mg,20,20,null,solid-oral,null,amobiotic|1000mg|20,amobiotic|1000mg|20|bio:unknown|brand:unknown|form:solid-oral,27290,store,true,https://www.cruzverde.cl/amobiotic-amoxicilina-1000-mg-20-comprimidos/1505.html
amoxicilina suspension,araucomed,Clavinex Duo CD 875/125 mg. x 20 comprimidos dispersables.,Clavinex Duo CD 875/125 mg. x 20 comprimidos dispersables.,null,clavinex,125mg,20,20,duo,solid-oral,null,clavinex|125mg|20,clavinex|125mg|20|bio:unknown|brand:unknown|var:duo|form:solid-oral,27490,store,true,https://farmacia.araucomed.com/antibioticos/clavinex-duo-cd-875-125-x20com
amoxicilina suspension,ahumada,Ambilan Bid 875/125 20 Comprimidos Recubiertos,Ambilan Bid 875/125 20 Comprimidos Recubiertos,null,ambilan,null,20,20,bid,solid-oral,null,ambilan|20,ambilan|20|bio:true|brand:unknown|var:bid|form:solid-oral,27509,store,true,https://www.farmaciasahumada.cl/ambilan-bid-875-125-20-comprimidos-recubiertos-94711.html
amoxicilina suspension,ahumada,Clavinex Duo CD 875 mg/125 mg x 14 Comprimidos Dispersables,Clavinex Duo CD Amoxicilina 875 mg 14 Comprimidos,null,clavinex,875mg,14,14,duo,solid-oral,null,clavinex|875mg|14,clavinex|875mg|14|bio:unknown|brand:unknown|var:duo|form:solid-oral,27862,cmr,true,https://www.farmaciasahumada.cl/clavinex-duo-cd-875-mg-125-mg-x-14-comprimidos-dispersables-81775.html
amoxicilina suspension,cruz-verde,Clavinex Duo CD Amoxicilina 875 mg 14 Comprimidos,Clavinex Duo CD Amoxicilina 875 mg 14 Comprimidos,null,clavinex,875mg,14,14,duo,solid-oral,null,clavinex|875mg|14,clavinex|875mg|14|bio:unknown|brand:unknown|var:duo|form:solid-oral,35790,store,true,https://www.cruzverde.cl/clavinex-duo-cd-amoxicilina-875-mg-14-comprimidos/277271.html
amoxicilina suspension,cruz-verde,Clavam Duo Amoxicilina 875 mg 20 Comprimidos Recubierto,Clavam Duo Amoxicilina 875 mg 20 Comprimidos Recubierto,null,clavam,875mg,20,20,duo,solid-oral,null,clavam|875mg|20,clavam|875mg|20|bio:unknown|brand:unknown|var:duo|form:solid-oral,27890,store,true,https://www.cruzverde.cl/clavam-duo-amoxicilina-875-mg-20-comprimidos-recubierto/272673.html
amoxicilina suspension,cruz-verde,Maximox Amoxicilina 875 mg 20 Comprimidos Recubierto,Maximox Amoxicilina 875 mg 20 Comprimidos Recubierto,null,maximox,875mg,20,20,null,solid-oral,null,maximox|875mg|20,maximox|875mg|20|bio:unknown|brand:unknown|form:solid-oral,27890,store,true,https://www.cruzverde.cl/maximox-amoxicilina-875-mg-20-comprimidos-recubierto/260548.html
amoxicilina suspension,salcobrand,Amoval (B) Amoxicilina 750mg 21 Comprimidos Recubiertos,Amoval (B) Amoxicilina 750mg 21 Comprimidos Recubiertos,Amoval,amoval,750mg,21,21,null,solid-oral,null,amoval|750mg|21,amoval|750mg|21|bio:unknown|brand:amoval|form:solid-oral,28423,online,true,https://salcobrand.cl/products/amoval-b-amoxicilina-750mg-21-comprimidos-recubiertos?default_sku=2970170
amoxicilina suspension,sermecoop,Ambilan Bid (amoxicilina/clavulanico) 875/125mg 20 Comprimidos,Ambilan Bid (amoxicilina/clavulanico) 875/125mg 20 Comprimidos,null,ambilan,125mg,20,20,null,solid-oral,clavulanico,ambilan|125mg|20,ambilan|125mg|20|bio:unknown|brand:unknown|combo:clavulanico|form:solid-oral,28890,store,false,https://www.farmaciasermecoop.cl/index.php/online/detalleproducto?p_=19191&d_=1
amoxicilina suspension,cruz-verde,Amoval Amoxicilina 750 mg 21 Comprimidos,Amoval Amoxicilina 750 mg 21 Comprimidos,null,amoval,750mg,21,21,null,solid-oral,null,amoval|750mg|21,amoval|750mg|21|bio:unknown|brand:unknown|form:solid-oral,30940,store,true,https://www.cruzverde.cl/amoval-amoxicilina-750-mg-21-comprimidos/6116.html
amoxicilina suspension,salcobrand,Clavinex Duo CD Amoxicilina / Ácido Clavulánico 14 Comprimidos Dispersables,Clavinex Duo CD Amoxicilina / Ácido Clavulánico 14 Comprimidos Dispersables,Clavinex Duo,clavinex,null,14,14,null,solid-oral,acido,clavinex|14,clavinex|14|bio:unknown|brand:clavinexduo|combo:acido|form:solid-oral,31679,online,true,https://salcobrand.cl/products/clavinex-duo-cd-amoxicilina-acido-clavulanico-14-comprimidos-dispersables?default_sku=2974206
amoxicilina suspension,cruz-verde,Clavinex Duo CD Amoxicilina 875 mg 20 Comprimidos,Clavinex Duo CD Amoxicilina 875 mg 20 Comprimidos,null,clavinex,875mg,20,20,duo,solid-oral,null,clavinex|875mg|20,clavinex|875mg|20|bio:unknown|brand:unknown|var:duo|form:solid-oral,45790,store,true,https://www.cruzverde.cl/clavinex-duo-cd-amoxicilina-875-mg-20-comprimidos/277270.html
amoxicilina,sermecoop,Amoxicilina 250 Mg/5 Ml Jarabe X 60 Ml,Amoxicilina 250 Mg/5 Ml Jarabe X 60 Ml,null,amoxicilina,250mg,null,null,null,fluid-oral,null,amoxicilina|60ml|60,amoxicilina|60ml|60|bio:unknown|brand:unknown|form:fluid-oral,1390,store,false,https://www.farmaciasermecoop.cl/index.php/online/detalleproducto?p_=19997&d_=1
amoxicilina,farmex,Amoxicilina 750 mg x 10 comprimidos.,Amoxicilina 750mg 10 Comprimidos,Amoxicilina,amoxicilina,750mg,10,10,null,solid-oral,null,amoxicilina|750mg|10,amoxicilina|750mg|10|bio:unknown|brand:unknown|form:solid-oral,1572,store,true,https://farmex.cl/products/amoxicilina-750-mg-x-10-comprimidos?_pos=8&_psq=amoxicilina&_psid=77b57d3eb&_ss=e
amoxicilina,sermecoop,Amoxicilina 750mg 10 Comprimidos,Amoxicilina 750mg 10 Comprimidos,Amoxicilina,amoxicilina,750mg,10,10,null,solid-oral,null,amoxicilina|750mg|10,amoxicilina|750mg|10|bio:unknown|brand:unknown|form:solid-oral,3290,store,true,https://www.farmaciasermecoop.cl/index.php/online/detalleproducto?p_=1701&d_=1
amoxicilina,cruz-verde,Amoxicilina 750 mg 10 Comprimidos,Amoxicilina 750mg 10 Comprimidos,Amoxicilina,amoxicilina,750mg,10,10,null,solid-oral,null,amoxicilina|750mg|10,amoxicilina|750mg|10|bio:unknown|brand:unknown|form:solid-oral,4990,store,true,https://www.cruzverde.cl/amoxicilina-750-mg-10-comprimidos/199267.html
amoxicilina,salcobrand,Amoxicilina 750mg 10 Comprimidos,Amoxicilina 750mg 10 Comprimidos,Amoxicilina,amoxicilina,750mg,10,10,null,solid-oral,null,amoxicilina|750mg|10,amoxicilina|750mg|10|bio:unknown|brand:unknown|form:solid-oral,7039,online,true,https://salcobrand.cl/products/amoxicilina-750mg-10-comprimidos?default_sku=2201054
amoxicilina,sermecoop,Amoxicilina 250mg/5ml Suspensión Oral 60ml,Amoxicilina 250mg/5ml Jarabe 60ml,Amoxicilina,amoxicilina,250mg,null,null,null,fluid-oral,null,amoxicilina|60ml,amoxicilina|60ml|bio:unknown|brand:unknown|form:fluid-oral,1590,store,false,https://www.farmaciasermecoop.cl/index.php/online/detalleproducto?p_=1713&d_=1
amoxicilina,ahumada,Amoxicilina 250 mg/5 mL susp. Frasco 60 mL,Amoxicilina 250mg/5ml Jarabe 60ml,Amoxicilina,amoxicilina,250mg,null,null,null,fluid-oral,null,amoxicilina|60ml,amoxicilina|60ml|bio:unknown|brand:unknown|form:fluid-oral,2022,store,true,https://www.farmaciasahumada.cl/amoxicilina-250-mg-5-ml-susp.-frasco-60-ml-94434.html
amoxicilina,salcobrand,Amoxicilina 250mg/5ml Jarabe 60ml,Amoxicilina 250mg/5ml Jarabe 60ml,Amoxicilina,amoxicilina,250mg,null,null,null,fluid-oral,null,amoxicilina|60ml,amoxicilina|60ml|bio:unknown|brand:unknown|form:fluid-oral,2815,online,true,https://salcobrand.cl/products/amoxicilina-250mg-5ml-jarabe-60ml?default_sku=590259
amoxicilina,cruz-verde,Amoxicilina 250 mg/5mL Jarabe 60 mL,Amoxicilina 250mg/5ml Jarabe 60ml,Amoxicilina,amoxicilina,250mg,null,null,null,fluid-oral,null,amoxicilina|60ml,amoxicilina|60ml|bio:unknown|brand:unknown|form:fluid-oral,3290,store,true,https://www.cruzverde.cl/amoxicilina-250-mg-5ml-jarabe-60-ml/199013.html
amoxicilina,araucomed,Amoxicilina 500 mg x 21 cápsulas. (Mintlab),Amoxicilina 500 mg x 21 cápsulas. (Mintlab),Mintlab,amoxicilina,500mg,21,21,null,solid-oral,null,amoxicilina|500mg|21,amoxicilina|500mg|21|bio:unknown|brand:mintlab|form:solid-oral,1690,store,true,https://farmacia.araucomed.com/antibioticos/amoxicilina-500mg-x21cap-mintlab
amoxicilina,farmex,Amoxicilina 750 mg x 10 comprimidos,Amoxicilina 750 mg x 10 comprimidos,MINTLAB,amoxicilina,750mg,10,10,null,solid-oral,null,amoxicilina|750mg|10,amoxicilina|750mg|10|bio:unknown|brand:mintlab|form:solid-oral,1690,store,true,https://farmex.cl/products/amoxicilina-comprimidos?_pos=1&_psq=amoxicilina&_psid=77b57d3eb&_ss=e
amoxicilina,farmex,"Amoxicilina 500 mg / 5 mL x 60 mL ""Ley Cenabast""","Amoxicilina 500 mg / 5 mL x 60 mL ""Ley Cenabast""",OPKO,amoxicilina,500mg,null,null,null,null,null,amoxicilina|60ml|60,amoxicilina|60ml|60|bio:unknown|brand:opko,1795,store,true,https://farmex.cl/products/amoxicilina-500-mg-5-ml-x-60-ml-ley-cenabast?_pos=7&_psq=amoxicilina&_psid=77b57d3eb&_ss=e
amoxicilina,ecofarmacias,Amoxicilina 500 mg x 21 cápsulas (DFM) CENABAST,Amoxicilina 500mg 21 Comprimidos,null,amoxicilina,500mg,21,21,null,solid-oral,null,amoxicilina|500mg|21,amoxicilina|500mg|21|bio:true|brand:unknown|form:solid-oral,1890,store,true,https://www.ecofarmacias.cl/producto/amoxicilina-500-mg-x-21-capsulas-dfm-cenabast/
amoxicilina,sermecoop,Amoxicilina 500mg 21 Comprimidos,Amoxicilina 500mg 21 Comprimidos,null,amoxicilina,500mg,21,21,null,solid-oral,null,amoxicilina|500mg|21,amoxicilina|500mg|21|bio:true|brand:unknown|form:solid-oral,2490,store,false,https://www.farmaciasermecoop.cl/index.php/online/detalleproducto?p_=19027&d_=1
amoxicilina,easyfarma,Amoxicilina 250 mg/5ml 60...,Amoxicilina 250 mg/5ml 60...,null,amoxicilina,250mg,null,null,null,null,null,amoxicilina|5ml,amoxicilina|5ml|bio:unknown|brand:curaespring,1990,store,true,https://nuevo.easyfarma.cl/102869-amoxicilina-250-mg-5ml-60-ml-curaespring.html
amoxicilina,easyfarma,Amoxicilina 250mg/5ml x 60 ml,Amoxicilina 250mg/5ml x 60 ml,null,amoxicilina,250mg,null,null,null,null,null,amoxicilina|60ml|60,amoxicilina|60ml|60|bio:unknown|brand:unknown,1990,store,true,https://nuevo.easyfarma.cl/32707-amoxicilina-250mg-5ml.html
amoxicilina,easyfarma,Amoxicilina 750 Mg 10 Comp...,Amoxicilina 750 Mg 10 Comp...,null,amoxicilina,750mg,10,10,null,solid-oral,null,amoxicilina|750mg|10,amoxicilina|750mg|10|bio:unknown|brand:milab|form:solid-oral,1990,store,true,https://nuevo.easyfarma.cl/102790-amoxicilina-750-mg-10-comp-lab-milab.html
amoxicilina,farmex,Amoxicilina 500 mg x 21 cápsulas,Amoxicilina 500 mg x 21 cápsulas,OPKO,amoxicilina,500mg,21,21,null,solid-oral,null,amoxicilina|500mg|21,amoxicilina|500mg|21|bio:unknown|brand:opko|form:solid-oral,2090,store,true,https://farmex.cl/products/amoxicilina-500-mg-x-21-capsulas-opko?_pos=4&_psq=amoxicilina&_psid=77b57d3eb&_ss=e
amoxicilina,ecofarmacias,Amoxicilina 250 mg/5 ml 60 ml (CuraeSpring),Amoxicilina 250 mg/5 ml 60 ml (CuraeSpring),null,amoxicilina,250mg,null,null,null,null,null,amoxicilina|60ml,amoxicilina|60ml|bio:true|brand:unknown,2100,store,false,https://www.ecofarmacias.cl/producto/amoxicilina-250-mg-5-ml-60-ml-curaespring/
amoxicilina,dr-simi,Amoxicilina 250 mg/5 mL polvo para suspensión oral 60 mL,Amoxicilina 250 mg/5 mL polvo para suspensión oral 60 mL,HOSPIFARMA,amoxicilina,250mg,null,null,null,fluid-oral,null,amoxicilina|60ml,amoxicilina|60ml|bio:false|brand:hospifarma|form:fluid-oral,2200,store,true,https://www.drsimi.cl/amoxicilina-250-mg-5ml-suspension-60-ml/p
amoxicilina,dr-simi,Amoxicilina 500 mg/5 mL polvo para suspensión oral 60 mL,Amoxicilina 500 mg/5 mL polvo para suspensión oral 60 mL,OPKO,amoxicilina,500mg,null,null,null,fluid-oral,null,amoxicilina|60ml,amoxicilina|60ml|bio:false|brand:opko|form:fluid-oral,2400,store,true,https://www.drsimi.cl/amoxicilina-500-mg-5ml-suspension-60-ml/p
amoxicilina,ecofarmacias,"Amoxicilina / Ácido Clavulánico 250/62,5 Polvo Para Suspensión Oral","Amoxicilina / Ácido Clavulánico 250/62,5 Polvo Para Suspensión Oral",null,amoxicilina,null,null,null,null,fluid-oral,acido,amoxicilina,amoxicilina|bio:unknown|brand:unknown|combo:acido|form:fluid-oral,2690,store,false,https://www.ecofarmacias.cl/producto/amoxicilina-acido-clavulanico-250-625-polvo-para-suspension-oral/
amoxicilina,dr-simi,Amoxicilina 500 mg 21 cápsulas,Amoxicilina 500 mg 21 cápsulas,OPKO,amoxicilina,500mg,21,21,null,solid-oral,null,amoxicilina|500mg|21,amoxicilina|500mg|21|bio:true|brand:opko|form:solid-oral,2800,store,true,https://www.drsimi.cl/amoxicilina-500-mg-21-capsulas/p
amoxicilina,dr-simi,Amoxicilina 750 mg 10 comprimidos,Amoxicilina 750 mg 10 comprimidos,MILAB,amoxicilina,750mg,10,10,null,solid-oral,null,amoxicilina|750mg|10,amoxicilina|750mg|10|bio:true|brand:milab|form:solid-oral,2920,store,true,https://www.drsimi.cl/amoxicilina-750-mg-10-comprimidos/p
amoxicilina,easyfarma,Amoxicilina 500 mg 21 Caps....,Amoxicilina 500 mg 21 Caps....,null,amoxicilina,500mg,21,21,null,solid-oral,null,amoxicilina|500mg,amoxicilina|500mg|bio:unknown|brand:mintlab|form:solid-oral,2990,store,true,https://nuevo.easyfarma.cl/41837-amoxicilina-500mg-x-21-caps-lab-mintlab.html
