key,pharmacy,category,categoryName,categoryWhy,rawName,discriminator,ingredients,negatedComponents,declaredComponentCount,isAssociation,isComplete,concentrationKind,dosageForm,route,pharmaceuticalUnit,conceptOutcome,unknownAxes,mintableIfIngredientKnown,queries,url
farmex|https://comparafarma-api.vercel.app/api/go?slug=farmex&matchkey=rigotax%7c15ml%7c15&url=https%3a%2f%2ffarmex.cl%2fproducts%2frigotax-10-mg-x-15-ml%3f_pos%3d10%26_psq%3dcetirizina%26_psid%3ddf9f571ba%26_ss%3de&cfmid=cfm-005366,farmex,C,BRAND_ONLY_NAME_NO_MOLECULE_IN_TEXT,"el nombre solo trae cabecera comercial, ninguna molécula escrita",Rigotax Gotas 10 mg / mL x 15 mL,rigotax,,,0,false,false,ratio,liquido-oral,oral,,unresolved,ing+unit,true,cetirizina 10mg,https://comparafarma-api.vercel.app/api/go?slug=farmex&matchKey=rigotax%7C15ml%7C15&url=https%3A%2F%2Ffarmex.cl%2Fproducts%2Frigotax-10-mg-x-15-ml%3F_pos%3D10%26_psq%3Dcetirizina%26_psid%3Ddf9f571ba%26_ss%3De&cfmId=CFM-005366
easyfarma|https://comparafarma-api.vercel.app/api/go?slug=easyfarma&matchkey=alerpriv%7c100ml&url=https%3a%2f%2fnuevo.easyfarma.cl%2f102844-alerpriv-25-5ml-100-ml.html&cfmid=cfm-007199,easyfarma,C,BRAND_ONLY_NAME_NO_MOLECULE_IN_TEXT,"el nombre solo trae cabecera comercial, ninguna molécula escrita",Alerpriv 2.5/5ml 100 ml,alerpriv,,,0,false,false,absent,,,,unresolved,ing+conc+form+route+unit,false,cetirizina 10mg,https://comparafarma-api.vercel.app/api/go?slug=easyfarma&matchKey=alerpriv%7C100ml&url=https%3A%2F%2Fnuevo.easyfarma.cl%2F102844-alerpriv-25-5ml-100-ml.html&cfmId=CFM-007199
ahumada|https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchkey=findaler%7c100ml%7c100&url=https%3a%2f%2fwww.farmaciasahumada.cl%2ffindaler-5-mg-5-ml-x-100-ml-jarabe-20930.html&cfmid=cfm-006035,ahumada,C,BRAND_ONLY_NAME_NO_MOLECULE_IN_TEXT,"el nombre solo trae cabecera comercial, ninguna molécula escrita",Findaler 5 mg/5 ml x 100 ml Jarabe,findaler,,,0,false,false,ratio,liquido-oral,oral,,unresolved,ing+unit,true,cetirizina 10mg,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=findaler%7C100ml%7C100&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Ffindaler-5-mg-5-ml-x-100-ml-jarabe-20930.html&cfmId=CFM-006035
ahumada|https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchkey=rigotax%7c60ml%7c60&url=https%3a%2f%2fwww.farmaciasahumada.cl%2frigotax-5-mg-5-ml-x-60-ml-solucion-oral-24439.html&cfmid=cfm-005369,ahumada,C,BRAND_ONLY_NAME_NO_MOLECULE_IN_TEXT,"el nombre solo trae cabecera comercial, ninguna molécula escrita",Rigotax 5 mg/5 mL x 60 mL Solución Oral,rigotax,,,0,false,false,ratio,liquido-oral,oral,,unresolved,ing+unit,true,cetirizina 10mg,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=rigotax%7C60ml%7C60&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Frigotax-5-mg-5-ml-x-60-ml-solucion-oral-24439.html&cfmId=CFM-005369
ahumada|https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchkey=rigotax%7c15ml%7c15&url=https%3a%2f%2fwww.farmaciasahumada.cl%2frigotax-10-mg-ml-x-15-ml-solucion-oral-para-gotas-24426.html&cfmid=cfm-005366,ahumada,C,BRAND_ONLY_NAME_NO_MOLECULE_IN_TEXT,"el nombre solo trae cabecera comercial, ninguna molécula escrita",Rigotax 10 mg/mL x 15 mL Solución Oral Para Gotas,rigotax,,,0,false,false,ratio,liquido-oral,oral,,unresolved,ing+unit,true,cetirizina 10mg,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=rigotax%7C15ml%7C15&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Frigotax-10-mg-ml-x-15-ml-solucion-oral-para-gotas-24426.html&cfmId=CFM-005366
farmex|https://comparafarma-api.vercel.app/api/go?slug=farmex&matchkey=remitex%7c100ml%7c100&url=https%3a%2f%2ffarmex.cl%2fproducts%2fremitex-jarabe-5-mg-5-ml-x-100-ml%3f_pos%3d7%26_psq%3dcetirizina%26_psid%3ddf9f571ba%26_ss%3de&cfmid=cfm-003409,farmex,C,BRAND_ONLY_NAME_NO_MOLECULE_IN_TEXT,"el nombre solo trae cabecera comercial, ninguna molécula escrita",Remitex Jarabe 5 mg / 5 mL x 100 mL,remitex,,,0,false,false,ratio,liquido-oral,oral,,unresolved,ing+unit,true,cetirizina 10mg,https://comparafarma-api.vercel.app/api/go?slug=farmex&matchKey=remitex%7C100ml%7C100&url=https%3A%2F%2Ffarmex.cl%2Fproducts%2Fremitex-jarabe-5-mg-5-ml-x-100-ml%3F_pos%3D7%26_psq%3Dcetirizina%26_psid%3Ddf9f571ba%26_ss%3De&cfmId=CFM-003409
easyfarma|https://comparafarma-api.vercel.app/api/go?slug=easyfarma&matchkey=degraler%7c5mg%7c40&url=https%3a%2f%2fnuevo.easyfarma.cl%2f24996-degraler-5mg-x-40.html&cfmid=cfm-000622,easyfarma,C,BRAND_ONLY_NAME_NO_MOLECULE_IN_TEXT,"el nombre solo trae cabecera comercial, ninguna molécula escrita",Degraler comprimidos 5 mg x 40,degraler,,,0,false,false,mass-only,comprimido,oral,comprimido,unresolved,ing,true,cetirizina 10mg,https://comparafarma-api.vercel.app/api/go?slug=easyfarma&matchKey=degraler%7C5mg%7C40&url=https%3A%2F%2Fnuevo.easyfarma.cl%2F24996-degraler-5mg-x-40.html&cfmId=CFM-000622
ahumada|https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchkey=remitex%7c100ml%7c100&url=https%3a%2f%2fwww.farmaciasahumada.cl%2fremitex-5-mg-5-ml-x-100-ml-jarabe-15097.html&cfmid=cfm-003409,ahumada,C,BRAND_ONLY_NAME_NO_MOLECULE_IN_TEXT,"el nombre solo trae cabecera comercial, ninguna molécula escrita",Remitex 5 mg/5 mL x 100 mL Jarabe,remitex,,,0,false,false,ratio,liquido-oral,oral,,unresolved,ing+unit,true,cetirizina 10mg,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=remitex%7C100ml%7C100&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Fremitex-5-mg-5-ml-x-100-ml-jarabe-15097.html&cfmId=CFM-003409
ahumada|https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchkey=rigotaxd%7c120mg%7c30&url=https%3a%2f%2fwww.farmaciasahumada.cl%2frigotax-d-5-120-mg-caja-30-comprimidos-liberacion-prolongada-91079.html&cfmid=cfm-004400,ahumada,C,BRAND_ONLY_NAME_NO_MOLECULE_IN_TEXT,"el nombre solo trae cabecera comercial, ninguna molécula escrita",Rigotax-D 5/120 mg Caja 30 Comprimidos Liberación Prolongada,rigotaxd,,,2,true,false,mass-only,comprimido,oral,comprimido,unresolved,ing,true,cetirizina 10mg,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=rigotaxd%7C120mg%7C30&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Frigotax-d-5-120-mg-caja-30-comprimidos-liberacion-prolongada-91079.html&cfmId=CFM-004400
ahumada|https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchkey=remitex%7c15ml%7c15&url=https%3a%2f%2fwww.farmaciasahumada.cl%2fremitex-10-mg-ml-x-15-ml-solucion-oral-para-gotas-15071.html&cfmid=cfm-003417,ahumada,C,BRAND_ONLY_NAME_NO_MOLECULE_IN_TEXT,"el nombre solo trae cabecera comercial, ninguna molécula escrita",Remitex 10 mg/mL x 15 mL Solución Oral Para Gotas,remitex,,,0,false,false,ratio,liquido-oral,oral,,unresolved,ing+unit,true,cetirizina 10mg,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=remitex%7C15ml%7C15&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Fremitex-10-mg-ml-x-15-ml-solucion-oral-para-gotas-15071.html&cfmId=CFM-003417
ahumada|https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchkey=zyrtec%7c60ml%7c60&url=https%3a%2f%2fwww.farmaciasahumada.cl%2fzyrtec-1-mg-ml-x-60-ml-solucion-oral-12.html&cfmid=cfm-005772,ahumada,C,BRAND_ONLY_NAME_NO_MOLECULE_IN_TEXT,"el nombre solo trae cabecera comercial, ninguna molécula escrita",Zyrtec 1 mg/ml x 60 ml Solución Oral,zyrtec,,,0,false,false,ratio,liquido-oral,oral,,unresolved,ing+unit,true,cetirizina 10mg,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=zyrtec%7C60ml%7C60&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Fzyrtec-1-mg-ml-x-60-ml-solucion-oral-12.html&cfmId=CFM-005772
ecofarmacias|https://comparafarma-api.vercel.app/api/go?slug=ecofarmacias&matchkey=alerpriv%7c100ml&url=https%3a%2f%2fwww.ecofarmacias.cl%2fproducto%2falerpriv-levocetirizina-25-5ml-jarabe-100ml%2f&cfmid=cfm-007199,ecofarmacias,G,AMBIGUOUS_AGAINST_REGISTRY,"más de un concepto candidato en el registro, sin desempate","Alerpriv Levocetirizina 2,5/5mL Jarabe 100Ml",,levocetirizina,,1,false,true,absent,liquido-oral,oral,,ambiguous,conc+unit,false,cetirizina 10mg,https://comparafarma-api.vercel.app/api/go?slug=ecofarmacias&matchKey=alerpriv%7C100ml&url=https%3A%2F%2Fwww.ecofarmacias.cl%2Fproducto%2Falerpriv-levocetirizina-25-5ml-jarabe-100ml%2F&cfmId=CFM-007199
ecofarmacias|https://comparafarma-api.vercel.app/api/go?slug=ecofarmacias&matchkey=alerpriv%7c20ml&url=https%3a%2f%2fwww.ecofarmacias.cl%2fproducto%2falerpriv-levocetirizina-05-gotas-20-ml%2f&cfmid=cfm-007203,ecofarmacias,G,AMBIGUOUS_AGAINST_REGISTRY,"más de un concepto candidato en el registro, sin desempate","Alerpriv Levocetirizina 0,5% Gotas 20 ml",,levocetirizina,,1,false,true,absent,liquido-oral,oral,,ambiguous,conc+unit,false,cetirizina 10mg,https://comparafarma-api.vercel.app/api/go?slug=ecofarmacias&matchKey=alerpriv%7C20ml&url=https%3A%2F%2Fwww.ecofarmacias.cl%2Fproducto%2Falerpriv-levocetirizina-05-gotas-20-ml%2F&cfmId=CFM-007203
ecofarmacias|https://comparafarma-api.vercel.app/api/go?slug=ecofarmacias&matchkey=neoalertop%7c20ml&url=https%3a%2f%2fwww.ecofarmacias.cl%2fproducto%2fneoalertop-levocetirizina-5-mg-gotas-20-ml-lab-chile%2f&cfmid=cfm-007202,ecofarmacias,E,CONCENTRATION_MASS_ONLY_ON_NON_DISCRETE_FORM,"masa absoluta en forma liquido-oral, no es concentración completa",Neoalertop Levocetirizina 5 mg Gotas 20 Ml (Lab Chile),,levocetirizina,,1,false,true,mass-only,liquido-oral,oral,,unresolved,unit,false,cetirizina 10mg,https://comparafarma-api.vercel.app/api/go?slug=ecofarmacias&matchKey=neoalertop%7C20ml&url=https%3A%2F%2Fwww.ecofarmacias.cl%2Fproducto%2Fneoalertop-levocetirizina-5-mg-gotas-20-ml-lab-chile%2F&cfmId=CFM-007202
ecofarmacias|https://comparafarma-api.vercel.app/api/go?slug=ecofarmacias&matchkey=neoalertop%7c120ml&url=https%3a%2f%2fwww.ecofarmacias.cl%2fproducto%2fjarabe-de-120ml-neoalertop-levocetirizina-25-mg-l-chile-descuento%2f&cfmid=cfm-000629,ecofarmacias,E,CONCENTRATION_MASS_ONLY_ON_NON_DISCRETE_FORM,"masa absoluta en forma liquido-oral, no es concentración completa","Jarabe de 120ml Neoalertop Levocetirizina 2,5 mg L.Chile DESCUENTO",,levocetirizina,,1,false,true,mass-only,liquido-oral,oral,,unresolved,unit,false,cetirizina 10mg,https://comparafarma-api.vercel.app/api/go?slug=ecofarmacias&matchKey=neoalertop%7C120ml&url=https%3A%2F%2Fwww.ecofarmacias.cl%2Fproducto%2Fjarabe-de-120ml-neoalertop-levocetirizina-25-mg-l-chile-descuento%2F&cfmId=CFM-000629
ecofarmacias|https://comparafarma-api.vercel.app/api/go?slug=ecofarmacias&matchkey=zival%7c120ml&url=https%3a%2f%2fwww.ecofarmacias.cl%2fproducto%2fzival-levocetirizina-25mg-jarabe-120ml-saval%2f&cfmid=cfm-000615,ecofarmacias,E,CONCENTRATION_MASS_ONLY_ON_NON_DISCRETE_FORM,"masa absoluta en forma liquido-oral, no es concentración completa","Zival Levocetirizina (2,5mg) Jarabe 120mL (Saval)",,levocetirizina,,1,false,true,mass-only,liquido-oral,oral,,unresolved,unit,false,cetirizina 10mg,https://comparafarma-api.vercel.app/api/go?slug=ecofarmacias&matchKey=zival%7C120ml&url=https%3A%2F%2Fwww.ecofarmacias.cl%2Fproducto%2Fzival-levocetirizina-25mg-jarabe-120ml-saval%2F&cfmId=CFM-000615
easyfarma|https://comparafarma-api.vercel.app/api/go?slug=easyfarma&matchkey=diclofenaco%7c50mg%7c10&url=https%3a%2f%2fnuevo.easyfarma.cl%2f26091-diclofenaco-de-sodio-50-mg-x-10.html&cfmid=cfm-001108,easyfarma,H,TRUNCATED_SOURCE_NAME,la fuente entregó el nombre cortado,Diclofenaco 50 mg x 10...,,diclofenaco,,1,false,true,mass-only,,,,ambiguous,form+route+unit,false,diclofenaco 50mg,https://comparafarma-api.vercel.app/api/go?slug=easyfarma&matchKey=diclofenaco%7C50mg%7C10&url=https%3A%2F%2Fnuevo.easyfarma.cl%2F26091-diclofenaco-de-sodio-50-mg-x-10.html&cfmId=CFM-001108
ahumada|https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchkey=flector%7c50mg%7c10&url=https%3a%2f%2fwww.farmaciasahumada.cl%2fflector-50-mg-x-10-sobres-polvo-granulado-para-solucion-oral-69734.html&cfmid=cfm-003957,ahumada,C,BRAND_ONLY_NAME_NO_MOLECULE_IN_TEXT,"el nombre solo trae cabecera comercial, ninguna molécula escrita",Flector 50 mg x 10 Sobres Polvo Granulado Para Solucion Oral,flector,,,0,false,false,mass-only,liquido-oral,oral,sobre,unresolved,ing,false,diclofenaco 50mg,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=flector%7C50mg%7C10&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Fflector-50-mg-x-10-sobres-polvo-granulado-para-solucion-oral-69734.html&cfmId=CFM-003957
cruz-verde|https://comparafarma-api.vercel.app/api/go?slug=cruz-verde&matchkey=flector%7c50mg%7c10&url=https%3a%2f%2fwww.cruzverde.cl%2fflector-diclofenaco-epolamina-50-mg-10-sobres%2f262585.html&cfmid=cfm-003957,cruz-verde,E,CONCENTRATION_MASS_ONLY_ON_NON_DISCRETE_FORM,"masa absoluta en forma liquido-oral, no es concentración completa",Flector Diclofenaco Epolamina 50 mg 10 Sobres,,diclofenaco,,1,false,true,mass-only,liquido-oral,oral,sobre,unresolved,,false,diclofenaco 50mg,https://comparafarma-api.vercel.app/api/go?slug=cruz-verde&matchKey=flector%7C50mg%7C10&url=https%3A%2F%2Fwww.cruzverde.cl%2Fflector-diclofenaco-epolamina-50-mg-10-sobres%2F262585.html&cfmId=CFM-003957
ecofarmacias|https://comparafarma-api.vercel.app/api/go?slug=ecofarmacias&matchkey=diclofenaco%7c8&url=https%3a%2f%2fwww.ecofarmacias.cl%2fproducto%2fdiclofenaco-100-x-8-capsulas-laboratorio-chile%2f&cfmid=cfm-009264,ecofarmacias,G,AMBIGUOUS_AGAINST_REGISTRY,"más de un concepto candidato en el registro, sin desempate",Diclofenaco 100 X 8 Cápsulas (Laboratorio Chile),,diclofenaco,,1,false,true,absent,capsula,oral,capsula,ambiguous,conc,false,diclofenaco 50mg,https://comparafarma-api.vercel.app/api/go?slug=ecofarmacias&matchKey=diclofenaco%7C8&url=https%3A%2F%2Fwww.ecofarmacias.cl%2Fproducto%2Fdiclofenaco-100-x-8-capsulas-laboratorio-chile%2F&cfmId=CFM-009264
easyfarma|https://comparafarma-api.vercel.app/api/go?slug=easyfarma&matchkey=diclofenaco&url=https%3a%2f%2fnuevo.easyfarma.cl%2f24622-diclofenaco-inf-125-mg-suposit-x-5.html&cfmid=cfm-002125,easyfarma,H,TRUNCATED_SOURCE_NAME,la fuente entregó el nombre cortado,Diclofenaco infantil...,,diclofenaco,,1,false,true,absent,,,,ambiguous,conc+form+route+unit,false,diclofenaco 50mg,https://comparafarma-api.vercel.app/api/go?slug=easyfarma&matchKey=diclofenaco&url=https%3A%2F%2Fnuevo.easyfarma.cl%2F24622-diclofenaco-inf-125-mg-suposit-x-5.html&cfmId=CFM-002125
easyfarma|https://comparafarma-api.vercel.app/api/go?slug=easyfarma&matchkey=diclofenaco&url=https%3a%2f%2fnuevo.easyfarma.cl%2f103870-diclofenaco-dietilamina-gel-116-30-gr-curaespring.html&cfmid=cfm-002125,easyfarma,H,TRUNCATED_SOURCE_NAME,la fuente entregó el nombre cortado,Diclofenaco Dietilamina Gel...,,diclofenaco,,1,false,true,absent,gel,topical,,unresolved,conc+unit,false,diclofenaco 50mg,https://comparafarma-api.vercel.app/api/go?slug=easyfarma&matchKey=diclofenaco&url=https%3A%2F%2Fnuevo.easyfarma.cl%2F103870-diclofenaco-dietilamina-gel-116-30-gr-curaespring.html&cfmId=CFM-002125
easyfarma|https://comparafarma-api.vercel.app/api/go?slug=easyfarma&matchkey=diclofenaco&url=https%3a%2f%2fnuevo.easyfarma.cl%2f103230-diclofenaco-dietilamina-gel-topico-116.html&cfmid=cfm-002125,easyfarma,H,TRUNCATED_SOURCE_NAME,la fuente entregó el nombre cortado,Diclofenaco Dietilamina Gel...,,diclofenaco,,1,false,true,absent,gel,topical,,unresolved,conc+unit,false,diclofenaco 50mg,https://comparafarma-api.vercel.app/api/go?slug=easyfarma&matchKey=diclofenaco&url=https%3A%2F%2Fnuevo.easyfarma.cl%2F103230-diclofenaco-dietilamina-gel-topico-116.html&cfmId=CFM-002125
easyfarma|https://comparafarma-api.vercel.app/api/go?slug=easyfarma&matchkey=diclofenaco&url=https%3a%2f%2fnuevo.easyfarma.cl%2f103542-diclofenaco-gel-topico-116-30-gr-ascend.html&cfmid=cfm-002125,easyfarma,H,TRUNCATED_SOURCE_NAME,la fuente entregó el nombre cortado,Diclofenaco Gel Tópico...,,diclofenaco,,1,false,true,absent,gel,topical,,unresolved,conc+unit,false,diclofenaco 50mg,https://comparafarma-api.vercel.app/api/go?slug=easyfarma&matchKey=diclofenaco&url=https%3A%2F%2Fnuevo.easyfarma.cl%2F103542-diclofenaco-gel-topico-116-30-gr-ascend.html&cfmId=CFM-002125
easyfarma|https://comparafarma-api.vercel.app/api/go?slug=easyfarma&matchkey=diclofenaco&url=https%3a%2f%2fnuevo.easyfarma.cl%2f24621-diclofenaco-adul-50-mg-suposit-x-5.html&cfmid=cfm-002125,easyfarma,H,TRUNCATED_SOURCE_NAME,la fuente entregó el nombre cortado,Diclofenaco adulto...,,diclofenaco,,1,false,true,absent,,,,ambiguous,conc+form+route+unit,false,diclofenaco 50mg,https://comparafarma-api.vercel.app/api/go?slug=easyfarma&matchKey=diclofenaco&url=https%3A%2F%2Fnuevo.easyfarma.cl%2F24621-diclofenaco-adul-50-mg-suposit-x-5.html&cfmId=CFM-002125
ahumada|https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchkey=dolo%7c10&url=https%3a%2f%2fwww.farmaciasahumada.cl%2fdolo-neurobionta-diclofenaco-10-comprimidos-recubiertos-92654.html&cfmid=cfm-001333,ahumada,G,AMBIGUOUS_AGAINST_REGISTRY,"más de un concepto candidato en el registro, sin desempate",Dolo Neurobionta Diclofenaco 10 comprimidos recubiertos,,diclofenaco,,1,false,true,absent,comprimido,oral,comprimido,ambiguous,conc,false,diclofenaco 50mg,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=dolo%7C10&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Fdolo-neurobionta-diclofenaco-10-comprimidos-recubiertos-92654.html&cfmId=CFM-001333
salcobrand|https://comparafarma-api.vercel.app/api/go?slug=salcobrand&matchkey=doloneurobionta%7c10&url=https%3a%2f%2fsalcobrand.cl%2fproducts%2fdolo-neurobionta-diclofenaco-10-comprimidos-recubiertos%3fdefault_sku%3d586337&cfmid=cfm-003406,salcobrand,G,AMBIGUOUS_AGAINST_REGISTRY,"más de un concepto candidato en el registro, sin desempate",Dolo-Neurobionta Diclofenaco 10 Comprimidos Recubiertos,,diclofenaco,,1,false,true,absent,comprimido,oral,comprimido,ambiguous,conc,false,diclofenaco 50mg,https://comparafarma-api.vercel.app/api/go?slug=salcobrand&matchKey=doloneurobionta%7C10&url=https%3A%2F%2Fsalcobrand.cl%2Fproducts%2Fdolo-neurobionta-diclofenaco-10-comprimidos-recubiertos%3Fdefault_sku%3D586337&cfmId=CFM-003406
ahumada|https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchkey=dolomerpal%7c20&url=https%3a%2f%2fwww.farmaciasahumada.cl%2fdolomerpal-x-20-capsulas-blandas-82699.html&cfmid=cfm-001722,ahumada,C,BRAND_ONLY_NAME_NO_MOLECULE_IN_TEXT,"el nombre solo trae cabecera comercial, ninguna molécula escrita",Dolomerpal x 20 Cápsulas Blandas,dolomerpal,,,0,false,false,absent,capsula,oral,capsula,unresolved,ing+conc,false,diclofenaco 50mg,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=dolomerpal%7C20&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Fdolomerpal-x-20-capsulas-blandas-82699.html&cfmId=CFM-001722
cruz-verde|https://comparafarma-api.vercel.app/api/go?slug=cruz-verde&matchkey=dolo%7c10&url=https%3a%2f%2fwww.cruzverde.cl%2fdolo-neurobionta-diclofenaco-10-unidades%2f555437.html&cfmid=cfm-001333,cruz-verde,G,AMBIGUOUS_AGAINST_REGISTRY,"más de un concepto candidato en el registro, sin desempate",Dolo Neurobionta Diclofenaco 10 unidades,,diclofenaco,,1,false,true,absent,,,,ambiguous,conc+form+route+unit,false,diclofenaco 50mg,https://comparafarma-api.vercel.app/api/go?slug=cruz-verde&matchKey=dolo%7C10&url=https%3A%2F%2Fwww.cruzverde.cl%2Fdolo-neurobionta-diclofenaco-10-unidades%2F555437.html&cfmId=CFM-001333
ahumada|https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchkey=dolo%7c20&url=https%3a%2f%2fwww.farmaciasahumada.cl%2fdolo-neurobionta-diclofenaco-20-comprimidos-recubiertos-62650.html&cfmid=cfm-002542,ahumada,G,AMBIGUOUS_AGAINST_REGISTRY,"más de un concepto candidato en el registro, sin desempate",Dolo Neurobionta Diclofenaco 20 comprimidos recubiertos,,diclofenaco,,1,false,true,absent,comprimido,oral,comprimido,ambiguous,conc,false,diclofenaco 50mg,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=dolo%7C20&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Fdolo-neurobionta-diclofenaco-20-comprimidos-recubiertos-62650.html&cfmId=CFM-002542
salcobrand|https://comparafarma-api.vercel.app/api/go?slug=salcobrand&matchkey=dolo%7c20&url=https%3a%2f%2fsalcobrand.cl%2fproducts%2fdolo-neurobionta-diclofenaco-20-comprimidos-recubiertos%3fdefault_sku%3d2011369&cfmid=cfm-002542,salcobrand,G,AMBIGUOUS_AGAINST_REGISTRY,"más de un concepto candidato en el registro, sin desempate",Dolo Neurobionta Diclofenaco 20 Comprimidos Recubiertos,,diclofenaco,,1,false,true,absent,comprimido,oral,comprimido,ambiguous,conc,false,diclofenaco 50mg,https://comparafarma-api.vercel.app/api/go?slug=salcobrand&matchKey=dolo%7C20&url=https%3A%2F%2Fsalcobrand.cl%2Fproducts%2Fdolo-neurobionta-diclofenaco-20-comprimidos-recubiertos%3Fdefault_sku%3D2011369&cfmId=CFM-002542
ecofarmacias|https://comparafarma-api.vercel.app/api/go?slug=ecofarmacias&matchkey=diclofenaco%7c30000mg&url=https%3a%2f%2fwww.ecofarmacias.cl%2fproducto%2fdiclofenaco-dietilamina-116-30g-gel-topico-curaspring-descuento%2f&cfmid=cfm-002311,ecofarmacias,E,CONCENTRATION_MASS_ONLY_ON_NON_DISCRETE_FORM,"masa absoluta en forma gel, no es concentración completa","Diclofenaco Dietilamina 1,16%  30g Gel Tópico (CuraSpring) DESCUENTO",,diclofenaco,,1,false,true,mass-only,gel,topical,,unresolved,unit,false,diclofenaco 50mg,https://comparafarma-api.vercel.app/api/go?slug=ecofarmacias&matchKey=diclofenaco%7C30000mg&url=https%3A%2F%2Fwww.ecofarmacias.cl%2Fproducto%2Fdiclofenaco-dietilamina-116-30g-gel-topico-curaspring-descuento%2F&cfmId=CFM-002311
salcobrand|https://comparafarma-api.vercel.app/api/go?slug=salcobrand&matchkey=diclofenaco%7c30000mg&url=https%3a%2f%2fsalcobrand.cl%2fproducts%2fdiclofenaco-dietilamina-1-16-gel-30g%3fdefault_sku%3d1763263&cfmid=cfm-002311,salcobrand,E,CONCENTRATION_MASS_ONLY_ON_NON_DISCRETE_FORM,"masa absoluta en forma gel, no es concentración completa",Diclofenaco Dietilamina 1.16% Gel 30g,,diclofenaco,,1,false,true,mass-only,gel,topical,,unresolved,unit,false,diclofenaco 50mg,https://comparafarma-api.vercel.app/api/go?slug=salcobrand&matchKey=diclofenaco%7C30000mg&url=https%3A%2F%2Fsalcobrand.cl%2Fproducts%2Fdiclofenaco-dietilamina-1-16-gel-30g%3Fdefault_sku%3D1763263&cfmId=CFM-002311
easyfarma|https://comparafarma-api.vercel.app/api/go?slug=easyfarma&matchkey=diclofenaco%7c100mg&url=https%3a%2f%2fnuevo.easyfarma.cl%2f104894-diclofenaco-sodico-100-mg-8-capsulas-andromaco.html&cfmid=cfm-002544,easyfarma,H,TRUNCATED_SOURCE_NAME,la fuente entregó el nombre cortado,Diclofenaco Sodico 100 Mg 8...,,diclofenaco,,1,false,true,mass-only,,,,ambiguous,form+route+unit,false,diclofenaco 50mg,https://comparafarma-api.vercel.app/api/go?slug=easyfarma&matchKey=diclofenaco%7C100mg&url=https%3A%2F%2Fnuevo.easyfarma.cl%2F104894-diclofenaco-sodico-100-mg-8-capsulas-andromaco.html&cfmId=CFM-002544
easyfarma|https://comparafarma-api.vercel.app/api/go?slug=easyfarma&matchkey=diclofenaco%7c100mg&url=https%3a%2f%2fnuevo.easyfarma.cl%2f104645-diclofenaco-sodico-100-mg-8-comp-curaespring.html&cfmid=cfm-002544,easyfarma,H,TRUNCATED_SOURCE_NAME,la fuente entregó el nombre cortado,Diclofenaco Sodico 100 Mg 8...,,diclofenaco,,1,false,true,mass-only,,,,ambiguous,form+route+unit,false,diclofenaco 50mg,https://comparafarma-api.vercel.app/api/go?slug=easyfarma&matchKey=diclofenaco%7C100mg&url=https%3A%2F%2Fnuevo.easyfarma.cl%2F104645-diclofenaco-sodico-100-mg-8-comp-curaespring.html&cfmId=CFM-002544
