query,pharmacy,rawName,legacyMatchKey,legacyPresentationKey,v1CardKey,provisionalConceptKey,provisionalPresentationKey,provisionalProductKey,provisionalOfferKey,activeIngredients,ingredientEvidence,concentration,concentrationKind,dosageForm,route,packageQuantity,packageVolume,packageType,brand,commercialVariant,administrationTime,manufacturer,ispRegistration,conceptResolution,conceptConfidence,presentationResolution,productResolution,canonicalName
ibuprofeno 400mg,salcobrand,Ibuprofeno (B) 400mg 20 Comprimidos,ibuprofeno|400mg|20,ibuprofeno|400mg|20|bio:unknown|brand:unknown|form:solid-oral,ibuprofeno-400mg#0,PROV-C-cql9kxd6aacgio4ukgq8v4ldh,PROV-P-avoppocr1hysxb0yi86syqxup,PROV-M-0ed0x8j0hcvhpshpbsh0k05og,PROV-O-7l3nlby73prjoeo3pdz3uf2ba,ibuprofeno,vocabulary,conc:mass:400mg,mass-only,,oral,20,,,,,,,,complete,high,complete,isolated,ibuprofeno 400 mg comprimido x 20 comprimido
ibuprofeno 400mg,araucomed,Ibuprofeno 400 mg x 20 comprimidos. (Chile),ibuprofeno|400mg|20,ibuprofeno|400mg|20|bio:unknown|brand:chile|form:solid-oral,ibuprofeno-400mg#1,PROV-C-cql9kxd6aacgio4ukgq8v4ldh,PROV-P-avoppocr1hysxb0yi86syqxup,PROV-M-d5i46chw1jn00mp4hs4lnshgd,PROV-O-8v0cudedg0y36kn0uhdpsfrbu,ibuprofeno,vocabulary,conc:mass:400mg,mass-only,,oral,20,,,,,,Laboratorio Chile,,complete,high,complete,isolated,ibuprofeno 400 mg comprimido x 20 comprimido
ibuprofeno 400mg,ecofarmacias,Ibuprofeno 400 mg x 20 Comprimidos recubiertos,ibuprofeno|400mg|20,ibuprofeno|400mg|20|bio:true|brand:unknown|form:solid-oral,ibuprofeno-400mg#2,PROV-C-cql9kxd6aacgio4ukgq8v4ldh,PROV-P-avoppocr1hysxb0yi86syqxup,PROV-M-0ed0x8j0hcvhpshpbsh0k05og,PROV-O-ciex39kpwrp2pzepzfi7m8pql,ibuprofeno,vocabulary,conc:mass:400mg,mass-only,,oral,20,,,,,,,,complete,high,complete,isolated,ibuprofeno 400 mg comprimido x 20 comprimido
ibuprofeno 400mg,sermecoop,Ibuprofeno 400mg 20 Comprimidos,ibuprofeno|400mg|20,ibuprofeno|400mg|20|bio:true|brand:unknown|form:solid-oral,ibuprofeno-400mg#2,PROV-C-cql9kxd6aacgio4ukgq8v4ldh,PROV-P-avoppocr1hysxb0yi86syqxup,PROV-M-0ed0x8j0hcvhpshpbsh0k05og,PROV-O-cikdytndakj87a4srgo3j6n75,ibuprofeno,vocabulary,conc:mass:400mg,mass-only,,oral,20,,,,,,,,complete,high,complete,isolated,ibuprofeno 400 mg comprimido x 20 comprimido
ibuprofeno 400mg,easyfarma,Ibuprofeno 400 mg x 20,ibuprofeno|400mg|20,ibuprofeno|400mg|20|bio:unknown|brand:unknown,ibuprofeno-400mg#3,PROV-C-8a7ja9df2ckfi1xoforzz6coy,PROV-P-53scceifrr9szef049gqfwhzn,PROV-M-b80f7f1zwi6fufat4foqgx22l,PROV-O-e67znxw0x6bp6t8fi82pfleuq,ibuprofeno,vocabulary,conc:mass:400mg,mass-only,,,20,,,,,,,,ambiguous,ambiguous,isolated,isolated,ibuprofeno 400 mg x 20
ibuprofeno 400mg,ahumada,Ibucalm Ibuprofeno 400 Mg 10 Cap Blandas,ibucalm|400mg|10,ibucalm|400mg|10|bio:true|brand:unknown|form:solid-oral,ibuprofeno-400mg#10,PROV-C-dd5lh8bhy044yy0nhkfs00mad,PROV-P-c8nffxtj5ylv0dtnq1cwdrsbu,PROV-M-ek33hc9o88xhbs9u3pxmku20u,PROV-O-1qd1yob2s4x26gdlvhm2ucf49,ibuprofeno,vocabulary,conc:mass:400mg,mass-only,,oral,10,,,Ibucalm,,,,,complete,high,complete,isolated,Ibucalm ibuprofeno 400 mg capsula x 10 capsula
ibuprofeno 400mg,ecofarmacias,Ibucalm Ibuprofeno 400 Mg X 10 Capsulas blandas (Opko),ibucalm|400mg|10,ibucalm|400mg|10|bio:true|brand:unknown|form:solid-oral,ibuprofeno-400mg#10,PROV-C-dd5lh8bhy044yy0nhkfs00mad,PROV-P-c8nffxtj5ylv0dtnq1cwdrsbu,PROV-M-ek33hc9o88xhbs9u3pxmku20u,PROV-O-60z1gxpzgdbmejqxen8m3urws,ibuprofeno,vocabulary,conc:mass:400mg,mass-only,,oral,10,,,Ibucalm,,,,,complete,high,complete,isolated,Ibucalm ibuprofeno 400 mg capsula x 10 capsula
ibuprofeno 400mg,salcobrand,Actron (R) Ibuprofeno 400mg 10 Cápsulas Blandas,actron|400mg|10,actron|400mg|10|bio:unknown|brand:actron|form:solid-oral,ibuprofeno-400mg#11,PROV-C-dd5lh8bhy044yy0nhkfs00mad,PROV-P-c8nffxtj5ylv0dtnq1cwdrsbu,PROV-M-e79vhzex972dthnbx2mnc70ly,PROV-O-5hmixv36zkwcityxsji76qxiw,ibuprofeno,vocabulary,conc:mass:400mg,mass-only,,oral,10,,,Actron,,,,,complete,high,complete,isolated,Actron ibuprofeno 400 mg capsula x 10 capsula
ibuprofeno 400mg,cruz-verde,Actron 400 Ibuprofeno 400 mg 10 Cápsulas Blandas,actron|400mg|10,actron|400mg|10|bio:unknown|brand:unknown|form:solid-oral,ibuprofeno-400mg#15,PROV-C-dd5lh8bhy044yy0nhkfs00mad,PROV-P-c8nffxtj5ylv0dtnq1cwdrsbu,PROV-M-e79vhzex972dthnbx2mnc70ly,PROV-O-c710u0d6t12u62cicomv68ifg,ibuprofeno,vocabulary,conc:mass:400mg,mass-only,,oral,10,,,Actron,,,,,complete,high,complete,isolated,Actron ibuprofeno 400 mg capsula x 10 capsula
ibuprofeno 400mg,cruz-verde,Ibucalm Ibuprofeno 400 mg 10 Cápsulas blandas,ibucalm|400mg|10,ibucalm|400mg|10|bio:unknown|brand:unknown|form:solid-oral,ibuprofeno-400mg#17,PROV-C-dd5lh8bhy044yy0nhkfs00mad,PROV-P-c8nffxtj5ylv0dtnq1cwdrsbu,PROV-M-ek33hc9o88xhbs9u3pxmku20u,PROV-O-cwdbyhgpcfhu8gt71zox7x6m7,ibuprofeno,vocabulary,conc:mass:400mg,mass-only,,oral,10,,,Ibucalm,,,,,complete,high,complete,isolated,Ibucalm ibuprofeno 400 mg capsula x 10 capsula
ibuprofeno 400mg,salcobrand,Actron (R) Ibuprofeno 400mg 20 Cápsulas Blandas,actron|400mg|20,actron|400mg|20|bio:unknown|brand:actron|form:solid-oral,ibuprofeno-400mg#21,PROV-C-dd5lh8bhy044yy0nhkfs00mad,PROV-P-dryo69urpy7144c6w4hyz4sg1,PROV-M-e78b2jgnrhxd1vpawpa8ttk3c,PROV-O-2n4zjk4r0dj0eq3yp9qag78n2,ibuprofeno,vocabulary,conc:mass:400mg,mass-only,,oral,20,,,Actron,,,,,complete,high,complete,isolated,Actron ibuprofeno 400 mg capsula x 20 capsula
ibuprofeno 400mg,cruz-verde,Actron Ibuprofeno 400 mg 20 Cápsulas Blandas,actron|400mg|20,actron|400mg|20|bio:unknown|brand:unknown|form:solid-oral,ibuprofeno-400mg#24,PROV-C-dd5lh8bhy044yy0nhkfs00mad,PROV-P-dryo69urpy7144c6w4hyz4sg1,PROV-M-e78b2jgnrhxd1vpawpa8ttk3c,PROV-O-630k71vou72h6jfljz3n632kz,ibuprofeno,vocabulary,conc:mass:400mg,mass-only,,oral,20,,,Actron,,,,,complete,high,complete,isolated,Actron ibuprofeno 400 mg capsula x 20 capsula
ibuprofeno 400mg,salcobrand,Tapsin Duo (B) Paracetamol / Ibuprofeno 12 Comprimidos Recubiertos,tapsin|12,tapsin|12|bio:unknown|brand:tapsin|combo:ibuprofeno|form:solid-oral,ibuprofeno-400mg#26,PROV-C-78xep6z8ijde04ygqzc73lzue,PROV-P-0fvdb2socs3uyo41zv25a6c5q,PROV-M-50sx8psg05owklpelf2gk7mu1,PROV-O-cthha5arc2gd9x7hs0s7fd9ur,ibuprofeno+paracetamol,vocabulary,conc:?,absent,,oral,12,,,Tapsin,,,,,subsumed,medium,complete,isolated,Tapsin ibuprofeno + paracetamol comprimido x 12 comprimido
ibuprofeno 400mg,cruz-verde,Tapsin Duo Paracetamol Ibuprofeno 12 Comprimidos Recubiertos,tapsin|12,tapsin|12|bio:unknown|brand:unknown|var:duo|form:solid-oral,ibuprofeno-400mg#27,PROV-C-78xep6z8ijde04ygqzc73lzue,PROV-P-0fvdb2socs3uyo41zv25a6c5q,PROV-M-903kdbs207d5rqappt316e2l9,PROV-O-4g3zkrxcigg1v5le0imkm0hw5,ibuprofeno+paracetamol,vocabulary,conc:?,absent,,oral,12,,,Tapsin,duo,,,,subsumed,medium,complete,isolated,Tapsin ibuprofeno + paracetamol duo comprimido x 12 comprimido
ibuprofeno 400mg,araucomed,Tapsin Duo x 12 comprimidos,tapsin|12,tapsin|12|bio:unknown|brand:maver|var:duo|form:solid-oral,ibuprofeno-400mg#28,PROV-C-19s9kx9t81e4mquy1yyfy3etj,PROV-P-1hyc4kkjjfz0sfpkchgcv8qiw,PROV-M-4hqrjnjgex28t21i2pb89aayr,PROV-O-0ncuas7kacohi5t39l61a4rvu,,,conc:?,absent,,oral,12,,,,duo,,Maver,,ambiguous,ambiguous,complete,isolated,Tapsin duo comprimido x 12 comprimido
ibuprofeno 400mg,salcobrand,Kitadol Duo Ibuprofeno / Paracetamol 10 Comprimidos Recubiertos,kitadol|10,kitadol|10|bio:unknown|brand:kitadolduo|combo:paracetamol|form:solid-oral,ibuprofeno-400mg#31,PROV-C-78xep6z8ijde04ygqzc73lzue,PROV-P-et72c31b0mub7p3msj45exh4c,PROV-M-5b7fmnw3a7wq5k4l2nti7fyri,PROV-O-a0dwwrmtmg9sree1id73h951k,ibuprofeno+paracetamol,vocabulary,conc:?,absent,,oral,10,,,Kitadol Duo,,,,,subsumed,medium,complete,isolated,Kitadol Duo ibuprofeno + paracetamol comprimido x 10 comprimido
ibuprofeno 400mg,easyfarma,Ibuprofeno 600 Mg 20 Comp....,ibuprofeno|600mg|20,ibuprofeno|600mg|20|bio:unknown|brand:opko|form:solid-oral,ibuprofeno-400mg#34,PROV-C-60b6f875qma74u8plwmbypgrb,PROV-P-bh6p3q5jla4v543i6f1cfypd8,PROV-M-9s59bbw6xtejurv9st123aktn,PROV-O-emvf3nyetd5axn9wfkn2qg98b,ibuprofeno,vocabulary,conc:mass:600mg,mass-only,,oral,20,,,,,,,,complete,high,complete,isolated,ibuprofeno 600 mg comprimido x 20 comprimido
ibuprofeno 400mg,dr-simi,Ibuprofeno 200 mg 20 comprimidos recubiertos,ibuprofeno|200mg|20,ibuprofeno|200mg|20|bio:true|brand:ascend|form:solid-oral,ibuprofeno-400mg#35,PROV-C-bgcl9bzaooovizlombt3a20er,PROV-P-6gvf20uo47xoqo5x27skldfb0,PROV-M-9r0bswcu9w1tr8y7w18cbzim8,PROV-O-8zznujr8hluf5rgnjxfkj31a8,ibuprofeno,vocabulary,conc:mass:200mg,mass-only,,oral,20,,,,,,Ascend,,complete,high,complete,isolated,ibuprofeno 200 mg comprimido x 20 comprimido
ibuprofeno 400mg,farmex,Ibuprofeno 200 mg x 20 comprimidos,ibuprofeno|200mg|20,ibuprofeno|200mg|20|bio:unknown|brand:ascend|form:solid-oral,ibuprofeno-400mg#39,PROV-C-bgcl9bzaooovizlombt3a20er,PROV-P-6gvf20uo47xoqo5x27skldfb0,PROV-M-9r0bswcu9w1tr8y7w18cbzim8,PROV-O-32dewogitisjaknrxl0k7lynm,ibuprofeno,vocabulary,conc:mass:200mg,mass-only,,oral,20,,,,,,Genericos-Ascend,,complete,high,complete,isolated,ibuprofeno 200 mg comprimido x 20 comprimido
ibuprofeno 400mg,ahumada,Ibuprofeno 600 mg x 20 Comprimidos Recubiertos OPKO CHILE S.A.,ibuprofeno|600mg|20,ibuprofeno|600mg|20|bio:true|brand:unknown|form:solid-oral,ibuprofeno-400mg#42,PROV-C-60b6f875qma74u8plwmbypgrb,PROV-P-bh6p3q5jla4v543i6f1cfypd8,PROV-M-9s59bbw6xtejurv9st123aktn,PROV-O-5bew4v1f7m5ixl6rkv2uw1z7g,ibuprofeno,vocabulary,conc:mass:600mg,mass-only,,oral,20,,,,,,,,complete,high,complete,isolated,ibuprofeno 600 mg comprimido x 20 comprimido
ibuprofeno 400mg,ahumada,Ibuprofeno 200 mg x 20 Comprimidos Recubiertos,ibuprofeno|200mg|20,ibuprofeno|200mg|20|bio:true|brand:unknown|form:solid-oral,ibuprofeno-400mg#44,PROV-C-bgcl9bzaooovizlombt3a20er,PROV-P-6gvf20uo47xoqo5x27skldfb0,PROV-M-c5p9fkfg7jxej56aye3z2li8w,PROV-O-a9olol8825v9bbzvnpv3fidhl,ibuprofeno,vocabulary,conc:mass:200mg,mass-only,,oral,20,,,,,,,,complete,high,complete,isolated,ibuprofeno 200 mg comprimido x 20 comprimido
ibuprofeno 400mg,ecofarmacias,Ibuprofeno 200 mg X 20 comprimidos (Ascend),ibuprofeno|200mg|20,ibuprofeno|200mg|20|bio:true|brand:unknown|form:solid-oral,ibuprofeno-400mg#44,PROV-C-bgcl9bzaooovizlombt3a20er,PROV-P-6gvf20uo47xoqo5x27skldfb0,PROV-M-c5p9fkfg7jxej56aye3z2li8w,PROV-O-4o41qhcfjunf9rqs03vufm3bt,ibuprofeno,vocabulary,conc:mass:200mg,mass-only,,oral,20,,,,,,,,complete,high,complete,isolated,ibuprofeno 200 mg comprimido x 20 comprimido
ibuprofeno 400mg,ecofarmacias,Ibuprofeno Suspensión Oral 200mg/5ml 100ml Ascend,ibuprofeno|100ml,ibuprofeno|100ml|bio:unknown|brand:unknown|form:fluid-oral,ibuprofeno-400mg#45,PROV-C-78499ni4gsu6lpbjk7yfyy1en,PROV-P-7pmamzudfp09vykv2g23b2vp2,PROV-M-ebpw1byae978l1vjxayi1w30f,PROV-O-2b1ktxyfhipdyhh8lwwqeu97r,ibuprofeno,vocabulary,conc:ratio:40mg/ml,ratio,,oral,,100ml,,,,,,,isolated,low,isolated,isolated,ibuprofeno 200 mg/5 ml liquido-oral 100 ml
ibuprofeno 400mg,sermecoop,Ibuprofeno 200mg/5ml Jarabe 100ml,ibuprofeno|100ml,ibuprofeno|100ml|bio:unknown|brand:unknown|form:fluid-oral,ibuprofeno-400mg#45,PROV-C-78499ni4gsu6lpbjk7yfyy1en,PROV-P-7pmamzudfp09vykv2g23b2vp2,PROV-M-ebpw1byae978l1vjxayi1w30f,PROV-O-7hs3709gtz7976615fnawvmg7,ibuprofeno,vocabulary,conc:ratio:40mg/ml,ratio,,oral,,100ml,,,,,,,isolated,low,isolated,isolated,ibuprofeno 200 mg/5 ml liquido-oral 100 ml
ibuprofeno 400mg,salcobrand,Ibuprofeno 200mg/5ml Jarabe 100ml,ibuprofeno|100ml,ibuprofeno|100ml|bio:unknown|brand:unknown|form:fluid-oral,ibuprofeno-400mg#45,PROV-C-78499ni4gsu6lpbjk7yfyy1en,PROV-P-7pmamzudfp09vykv2g23b2vp2,PROV-M-ebpw1byae978l1vjxayi1w30f,PROV-O-d91u63mix8kmt8o9d2yr9auyj,ibuprofeno,vocabulary,conc:ratio:40mg/ml,ratio,,oral,,100ml,,,,,,,isolated,low,isolated,isolated,ibuprofeno 200 mg/5 ml liquido-oral 100 ml
ibuprofeno 400mg,ecofarmacias,Ibuprofeno Suspensión 100 mg/5ml x 100 ml (cenabast),ibuprofeno|100ml|100,ibuprofeno|100ml|100|bio:unknown|brand:unknown|form:fluid-oral,ibuprofeno-400mg#46,PROV-C-1h9vydq0du16lhd9czt9ee3l5,PROV-P-dozbnh0cws48l4w18jhc757zj,PROV-M-08zsheyc45v7039zl0mxkhtiz,PROV-O-cn4lzmth0w8zkrdfz1x50yyfv,ibuprofeno,vocabulary,conc:ratio:20mg/ml,ratio,,oral,,100ml,,,,,,,isolated,low,isolated,isolated,ibuprofeno 100 mg/5 ml liquido-oral 100 ml
ibuprofeno 400mg,ahumada,Ibuprofeno 100 mg/5 mL x 100 mL Suspensión Oral ETHON PHARMACEUTICALS S.P.A,ibuprofeno|100ml|100,ibuprofeno|100ml|100|bio:unknown|brand:unknown|form:fluid-oral,ibuprofeno-400mg#46,PROV-C-1h9vydq0du16lhd9czt9ee3l5,PROV-P-dozbnh0cws48l4w18jhc757zj,PROV-M-08zsheyc45v7039zl0mxkhtiz,PROV-O-10xqobjzhyol11d866ikxdsek,ibuprofeno,vocabulary,conc:ratio:20mg/ml,ratio,,oral,,100ml,,,,,,,isolated,low,isolated,isolated,ibuprofeno 100 mg/5 ml liquido-oral 100 ml
ibuprofeno 400mg,cruz-verde,Ibuprofeno 600 mg 20 Comprimidos,ibuprofeno|600mg|20,ibuprofeno|600mg|20|bio:unknown|brand:unknown|form:solid-oral,ibuprofeno-400mg#48,PROV-C-60b6f875qma74u8plwmbypgrb,PROV-P-bh6p3q5jla4v543i6f1cfypd8,PROV-M-9s59bbw6xtejurv9st123aktn,PROV-O-dlamxqe0lienasygry87xl649,ibuprofeno,vocabulary,conc:mass:600mg,mass-only,,oral,20,,,,,,,,complete,high,complete,isolated,ibuprofeno 600 mg comprimido x 20 comprimido
ibuprofeno 400mg,salcobrand,Ibuprofeno (B) 600mg 20 Comprimidos,ibuprofeno|600mg|20,ibuprofeno|600mg|20|bio:unknown|brand:unknown|form:solid-oral,ibuprofeno-400mg#48,PROV-C-60b6f875qma74u8plwmbypgrb,PROV-P-bh6p3q5jla4v543i6f1cfypd8,PROV-M-9s59bbw6xtejurv9st123aktn,PROV-O-94fk59j6h580emi5cbokkt7be,ibuprofeno,vocabulary,conc:mass:600mg,mass-only,,oral,20,,,,,,,,complete,high,complete,isolated,ibuprofeno 600 mg comprimido x 20 comprimido
ibuprofeno 400mg,cruz-verde,Ibuprofeno 200 mg 20 Comprimidos,ibuprofeno|200mg|20,ibuprofeno|200mg|20|bio:unknown|brand:unknown|form:solid-oral,ibuprofeno-400mg#49,PROV-C-bgcl9bzaooovizlombt3a20er,PROV-P-6gvf20uo47xoqo5x27skldfb0,PROV-M-c5p9fkfg7jxej56aye3z2li8w,PROV-O-5tvgw2w5rbugdxn7kao6ofl3p,ibuprofeno,vocabulary,conc:mass:200mg,mass-only,,oral,20,,,,,,,,complete,high,complete,isolated,ibuprofeno 200 mg comprimido x 20 comprimido
ibuprofeno 400mg,salcobrand,Ibuprofeno (B) 200mg 20 Comprimidos Recubiertos,ibuprofeno|200mg|20,ibuprofeno|200mg|20|bio:unknown|brand:unknown|form:solid-oral,ibuprofeno-400mg#49,PROV-C-bgcl9bzaooovizlombt3a20er,PROV-P-6gvf20uo47xoqo5x27skldfb0,PROV-M-c5p9fkfg7jxej56aye3z2li8w,PROV-O-8gorhn9zz1m35d8nrwz23sm1a,ibuprofeno,vocabulary,conc:mass:200mg,mass-only,,oral,20,,,,,,,,complete,high,complete,isolated,ibuprofeno 200 mg comprimido x 20 comprimido
ibuprofeno 400mg,sermecoop,Pyriped (ibuprofeno) 100mg/5ml Jarabe 100ml,pyriped|100ml,pyriped|100ml|bio:unknown|brand:unknown|form:fluid-oral,ibuprofeno-400mg#55,PROV-C-1h9vydq0du16lhd9czt9ee3l5,PROV-P-dozbnh0cws48l4w18jhc757zj,PROV-M-9jj4o765ixd3ruydp0zp2ay5l,PROV-O-e693iumd0iwk4wkeq3yn2qqut,ibuprofeno,vocabulary,conc:ratio:20mg/ml,ratio,,oral,,100ml,,Pyriped,,,,,isolated,low,isolated,isolated,Pyriped ibuprofeno 100 mg/5 ml liquido-oral 100 ml
ibuprofeno 400mg,cruz-verde,Pyriped Ibuprofeno 100 mg/5mL Suspensión 100 mL,pyriped|100ml,pyriped|100ml|bio:unknown|brand:unknown|form:fluid-oral,ibuprofeno-400mg#55,PROV-C-1h9vydq0du16lhd9czt9ee3l5,PROV-P-dozbnh0cws48l4w18jhc757zj,PROV-M-9jj4o765ixd3ruydp0zp2ay5l,PROV-O-29vmul7y4luu9pyj4tx0gajon,ibuprofeno,vocabulary,conc:ratio:20mg/ml,ratio,,oral,,100ml,,Pyriped,,,,,isolated,low,isolated,isolated,Pyriped ibuprofeno 100 mg/5 ml liquido-oral 100 ml
ibuprofeno 400mg,cruz-verde,Ibuprofeno 100 mg/5mL Suspensión 100 mL,ibuprofeno|100ml,ibuprofeno|100ml|bio:unknown|brand:unknown|form:fluid-oral,ibuprofeno-400mg#59,PROV-C-1h9vydq0du16lhd9czt9ee3l5,PROV-P-dozbnh0cws48l4w18jhc757zj,PROV-M-08zsheyc45v7039zl0mxkhtiz,PROV-O-6zgi92mjc1l77b44n0byaiyxy,ibuprofeno,vocabulary,conc:ratio:20mg/ml,ratio,,oral,,100ml,,,,,,,isolated,low,isolated,isolated,ibuprofeno 100 mg/5 ml liquido-oral 100 ml
ibuprofeno 400mg,ecofarmacias,Actron ibuprofeno 600mg por 10 caps. blandas DESCUENTO,actron|600mg,actron|600mg|bio:unknown|brand:unknown|form:solid-oral,ibuprofeno-400mg#64,PROV-C-8mm22okbjtd0fcmch9mysyxvb,PROV-P-diqtp111tdrubot8u7prgi0es,PROV-M-2bnzy3mz8xqla0e02g0dc80pw,PROV-O-dzx0zh55vpfsp4o5gkw8rrmll,ibuprofeno,vocabulary,conc:mass:600mg,mass-only,,oral,10,,,Actron,,,,,complete,high,complete,isolated,Actron ibuprofeno 600 mg capsula x 10 capsula
ibuprofeno 400mg,dr-simi,Tapsin Duo paracetamol 300 mg ibuprofeno 200 mg 12 comprimidos recubiertos,tapsin|300mg|12,tapsin|300mg|12|bio:false|brand:maver|var:duo|form:solid-oral,ibuprofeno-400mg#66,PROV-C-78xep6z8ijde04ygqzc73lzue,PROV-P-0fvdb2socs3uyo41zv25a6c5q,PROV-M-elss254vodl3l16riqmxtk0oe,PROV-O-9k9fbs8efcoim2zntx6kotqqc,ibuprofeno+paracetamol,vocabulary,conc:mass:300mg,mass-only,,oral,12,,,Tapsin,duo,,Maver,,complete,high,complete,isolated,Tapsin ibuprofeno + paracetamol duo 300 mg comprimido x 12 comprimido
ibuprofeno 400mg,ecofarmacias,Ibucalm Ibuprofeno 600mg x 10 Cápsulas blandas,ibucalm|600mg|10,ibucalm|600mg|10|bio:true|brand:unknown|form:solid-oral,ibuprofeno-400mg#68,PROV-C-8mm22okbjtd0fcmch9mysyxvb,PROV-P-diqtp111tdrubot8u7prgi0es,PROV-M-9dhxugnyzxuzf6lbw2ek4u8ho,PROV-O-04nt8ui88mo0fo5qrhl7unz3d,ibuprofeno,vocabulary,conc:mass:600mg,mass-only,,oral,10,,,Ibucalm,,,,,complete,high,complete,isolated,Ibucalm ibuprofeno 600 mg capsula x 10 capsula
ibuprofeno 400mg,ahumada,Ibucalm Ibuprofeno 600 Mg 10 Cap Blandas,ibucalm|600mg|10,ibucalm|600mg|10|bio:true|brand:unknown|form:solid-oral,ibuprofeno-400mg#68,PROV-C-8mm22okbjtd0fcmch9mysyxvb,PROV-P-diqtp111tdrubot8u7prgi0es,PROV-M-9dhxugnyzxuzf6lbw2ek4u8ho,PROV-O-3a46amjkr9kkrq4qkvlnsqink,ibuprofeno,vocabulary,conc:mass:600mg,mass-only,,oral,10,,,Ibucalm,,,,,complete,high,complete,isolated,Ibucalm ibuprofeno 600 mg capsula x 10 capsula
ibuprofeno 400mg,sermecoop,Ibupirac Lc (ibuprofeno) 600mg 10  Cápsulas Blandas,ibupirac|600mg|10,ibupirac|600mg|10|bio:true|brand:unknown|var:lc|form:solid-oral,ibuprofeno-400mg#70,PROV-C-8mm22okbjtd0fcmch9mysyxvb,PROV-P-diqtp111tdrubot8u7prgi0es,PROV-M-1mzdgzonrdlh2x7hxdppmujbv,PROV-O-95sp4vkm5qaqg5pk2bg0hmt4d,ibuprofeno,vocabulary,conc:mass:600mg,mass-only,,oral,10,,,Ibupirac,lc,,,,complete,high,complete,isolated,Ibupirac ibuprofeno lc 600 mg capsula x 10 capsula
ibuprofeno 400mg,cruz-verde,Ibupirac LC Ibuprofeno 600 mg 10 Cápsulas Blandas,ibupirac|600mg|10,ibupirac|600mg|10|bio:unknown|brand:unknown|var:lc|form:solid-oral,ibuprofeno-400mg#77,PROV-C-8mm22okbjtd0fcmch9mysyxvb,PROV-P-diqtp111tdrubot8u7prgi0es,PROV-M-1mzdgzonrdlh2x7hxdppmujbv,PROV-O-1q6b4z2kp6gz2csn4ewbi9fss,ibuprofeno,vocabulary,conc:mass:600mg,mass-only,,oral,10,,,Ibupirac,lc,,,,complete,high,complete,isolated,Ibupirac ibuprofeno lc 600 mg capsula x 10 capsula
ibuprofeno 400mg,ecofarmacias,Ibucalm Ibuprofeno 600 Mg X 20 Capsulas blandas (Opko),ibucalm|600mg|20,ibucalm|600mg|20|bio:true|brand:unknown|form:solid-oral,ibuprofeno-400mg#83,PROV-C-8mm22okbjtd0fcmch9mysyxvb,PROV-P-577hblsau7p79s3w59lp7iezz,PROV-M-8hg7n0yr2srpirxces5lmwmju,PROV-O-5yph5fyp2echiizll3lk90dhk,ibuprofeno,vocabulary,conc:mass:600mg,mass-only,,oral,20,,,Ibucalm,,,,,complete,high,complete,isolated,Ibucalm ibuprofeno 600 mg capsula x 20 capsula
ibuprofeno 400mg,cruz-verde,Ibucalm Ibuprofeno 600 mg 10 Cápsulas blandas,ibucalm|600mg|10,ibucalm|600mg|10|bio:unknown|brand:unknown|form:solid-oral,ibuprofeno-400mg#87,PROV-C-8mm22okbjtd0fcmch9mysyxvb,PROV-P-diqtp111tdrubot8u7prgi0es,PROV-M-9dhxugnyzxuzf6lbw2ek4u8ho,PROV-O-5kz066j48l6l5nyr2mgj4vji7,ibuprofeno,vocabulary,conc:mass:600mg,mass-only,,oral,10,,,Ibucalm,,,,,complete,high,complete,isolated,Ibucalm ibuprofeno 600 mg capsula x 10 capsula
ibuprofeno 400mg,salcobrand,Actron Ibuprofeno 600mg 10 Cápsulas Blandas,actron|600mg|10,actron|600mg|10|bio:unknown|brand:actron|form:solid-oral,ibuprofeno-400mg#92,PROV-C-8mm22okbjtd0fcmch9mysyxvb,PROV-P-diqtp111tdrubot8u7prgi0es,PROV-M-2bnzy3mz8xqla0e02g0dc80pw,PROV-O-7j2e4va9ecn13lkzcy31z6cpj,ibuprofeno,vocabulary,conc:mass:600mg,mass-only,,oral,10,,,Actron,,,,,complete,high,complete,isolated,Actron ibuprofeno 600 mg capsula x 10 capsula
ibuprofeno 400mg,cruz-verde,Ibucalm Ibuprofeno 600 mg 20 Cápsulas blandas,ibucalm|600mg|20,ibucalm|600mg|20|bio:unknown|brand:unknown|form:solid-oral,ibuprofeno-400mg#103,PROV-C-8mm22okbjtd0fcmch9mysyxvb,PROV-P-577hblsau7p79s3w59lp7iezz,PROV-M-8hg7n0yr2srpirxces5lmwmju,PROV-O-b0azzbx5xafwzmnngnweelmp6,ibuprofeno,vocabulary,conc:mass:600mg,mass-only,,oral,20,,,Ibucalm,,,,,complete,high,complete,isolated,Ibucalm ibuprofeno 600 mg capsula x 20 capsula
ibuprofeno 400mg,salcobrand,Pironal Flu Forte Ibuprofeno / Pseudoefedrina Jarabe 100ml,pironal|100ml,pironal|100ml|bio:unknown|brand:pironal|combo:pseudoefedrina|form:fluid-oral,ibuprofeno-400mg#113,PROV-C-0ddn960141dukez34ocxbmaji,PROV-P-e06ui8gzo5fnida2bnn4q5uje,PROV-M-2um9vglql638ybibivnn91eon,PROV-O-7e7s2xfjpbbhx3bbh8fgwsiz9,ibuprofeno+pseudoefedrina,vocabulary,conc:?,absent,,oral,,100ml,,Pironal,,,,,isolated,low,isolated,isolated,Pironal ibuprofeno + pseudoefedrina liquido-oral 100 ml
